-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
IPER ; ICEN ;IPAT ;  Dur   ;SIST;   Nome Sist   ;  Demanda   ;  GerPeq  ;   Gter   ;  GterAT  ;   Ghid   ;  Cbomb   ;  Compra  ;  Venda   ; IntercLiq  ; Itaipu50 ; Itaipu60 ; Deficit  ;   ENA    ;   EarmInic    ;EarmInic% ;    EarmFim    ; EarmFim% ;   CMO   ;
  -  ;  -   ;  -  ;  (h)   ; -  ;       -       ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ; (MWmes)  ;    (MWmes)    ;   (%)    ;    (MWmes)    ;   (%)    ; ($/MWh) ;
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   1 ;    1 ;  -  ;   -    ;  2 ; S             ;    14517.3 ;   1773.0 ;   637.79 ;     0.00 ;  2692.58 ;     0.00 ;     0.00 ;     0.00 ;    9413.95 ;    -     ;    -     ;     0.00 ;    403.0 ;       4938.25 ;    24.82 ;       4821.35 ;    24.23 ;  130.44 ;
   1 ;    1 ;   1 ;  40.00 ;  3 ; NE            ;    13241.8 ;   4382.0 ;   376.80 ;     0.00 ;  4064.79 ;     0.00 ;     0.00 ;     0.00 ;    4418.21 ;    -     ;    -     ;     0.00 ;   2058.1 ;      29982.15 ;    58.10 ;      30336.37 ;    58.79 ;  121.33 ;
   1 ;    1 ;   2 ;  46.00 ;  3 ; NE            ;    12812.0 ;   4382.0 ;   376.80 ;     0.00 ;  3320.20 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2058.1 ;      29982.15 ;    58.10 ;      30336.37 ;    58.79 ;  121.32 ;
   1 ;    1 ;   3 ;  82.00 ;  3 ; NE            ;    11101.1 ;   4382.0 ;   376.80 ;     0.00 ;  2269.30 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2058.1 ;      29982.15 ;    58.10 ;      30336.37 ;    58.79 ;  120.55 ;
   1 ;    1 ;  -  ;   -    ;  3 ; NE            ;    12079.3 ;   4382.0 ;   376.80 ;     0.00 ;  2984.54 ;     0.00 ;     0.00 ;     0.00 ;    4335.91 ;    -     ;    -     ;     0.00 ;   2058.1 ;      29982.15 ;    58.10 ;      30336.37 ;    58.79 ;  120.95 ;
   1 ;    1 ;   1 ;  40.00 ;  4 ; N             ;     5974.1 ;    490.0 ;   650.50 ;     0.00 ; 17833.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3208.6 ;       7224.82 ;    47.94 ;       8133.81 ;    53.97 ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ;  4 ; N             ;     5929.2 ;    490.0 ;   650.50 ;     0.00 ; 17788.70 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3208.6 ;       7224.82 ;    47.94 ;       8133.81 ;    53.97 ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ;  4 ; N             ;     5399.3 ;    490.0 ;   650.50 ;     0.00 ; 15958.80 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3208.6 ;       7224.82 ;    47.94 ;       8133.81 ;    53.97 ;    0.00 ;
   1 ;    1 ;  -  ;   -    ;  4 ; N             ;     5681.2 ;    490.0 ;   650.50 ;     0.00 ; 16906.22 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3208.6 ;       7224.82 ;    47.94 ;       8133.81 ;    53.97 ;    0.00 ;
   1 ;    1 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ;  1 ; SE            ;    50123.4 ;   3952.0 ;  3280.80 ;   393.00 ; 40363.70 ;    10.63 ;     0.00 ;     0.00 ;    4257.53 ;  3550.47 ;  6300.00 ;     0.00 ;  16253.6 ;      87485.45 ;    42.82 ;      93244.94 ;    45.64 ;  117.85 ;
   2 ;    2 ;   2 ;  46.00 ;  1 ; SE            ;    47100.0 ;   3952.0 ;  3244.70 ;   393.00 ; 37281.23 ;   115.60 ;     0.00 ;     0.00 ;    4409.67 ;  1900.00 ;  6642.67 ;     0.00 ;  16253.6 ;      87485.45 ;    42.82 ;      93244.94 ;    45.64 ;  116.39 ;
   2 ;    2 ;   3 ;  82.00 ;  1 ; SE            ;    38308.2 ;   3952.0 ;  3235.70 ;   393.00 ; 28918.17 ;   115.60 ;     0.00 ;     0.00 ;    3560.93 ;  1900.00 ;  3869.31 ;     0.00 ;  16253.6 ;      87485.45 ;    42.82 ;      93244.94 ;    45.64 ;  110.53 ;
   2 ;    2 ;  -  ;   -    ;  1 ; SE            ;    43528.6 ;   3952.0 ;  3248.90 ;   393.00 ; 33933.18 ;    90.61 ;     0.00 ;     0.00 ;    3959.18 ;  2292.97 ;  5207.42 ;     0.00 ;  16253.6 ;      87485.45 ;    42.82 ;      93244.94 ;    45.64 ;  113.88 ;
   2 ;    2 ;   1 ;  40.00 ;  2 ; S             ;    17100.8 ;   1773.0 ;   665.00 ;     0.00 ;  4162.80 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    477.7 ;       4821.35 ;    24.23 ;       4858.07 ;    24.42 ;  146.23 ;
   2 ;    2 ;   2 ;  46.00 ;  2 ; S             ;    15162.6 ;   1773.0 ;   665.00 ;     0.00 ;  2224.60 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    477.7 ;       4821.35 ;    24.23 ;       4858.07 ;    24.42 ;  140.57 ;
   2 ;    2 ;   3 ;  82.00 ;  2 ; S             ;    11786.0 ;   1773.0 ;   665.00 ;     0.00 ;  1412.62 ;     0.00 ;     0.00 ;     0.00 ;    7935.38 ;    -     ;    -     ;     0.00 ;    477.7 ;       4821.35 ;    24.23 ;       4858.07 ;    24.42 ;  110.53 ;
   2 ;    2 ;  -  ;   -    ;  2 ; S             ;    13976.0 ;   1773.0 ;   665.00 ;     0.00 ;  2289.75 ;     0.00 ;     0.00 ;     0.00 ;    9248.22 ;    -     ;    -     ;     0.00 ;    477.7 ;       4821.35 ;    24.23 ;       4858.07 ;    24.42 ;  127.26 ;
   2 ;    2 ;   1 ;  40.00 ;  3 ; NE            ;    13169.1 ;   4382.0 ;   399.20 ;     0.00 ;  3845.43 ;     0.00 ;     0.00 ;     0.00 ;    4542.47 ;    -     ;    -     ;     0.00 ;   1886.0 ;      30336.37 ;    58.79 ;      31022.97 ;    60.12 ;  117.85 ;
   2 ;    2 ;   2 ;  46.00 ;  3 ; NE            ;    12741.6 ;   4382.0 ;   399.20 ;     0.00 ;  3227.40 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   1886.0 ;      30336.37 ;    58.79 ;      31022.97 ;    60.12 ;  117.85 ;
   2 ;    2 ;   3 ;  82.00 ;  3 ; NE            ;    11040.1 ;   4382.0 ;   399.20 ;     0.00 ;  2185.90 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   1886.0 ;      30336.37 ;    58.79 ;      31022.97 ;    60.12 ;  117.10 ;
   2 ;    2 ;  -  ;   -    ;  3 ; NE            ;    12012.9 ;   4382.0 ;   399.20 ;     0.00 ;  2866.20 ;     0.00 ;     0.00 ;     0.00 ;    4365.49 ;    -     ;    -     ;     0.00 ;   1886.0 ;      30336.37 ;    58.79 ;      31022.97 ;    60.12 ;  117.48 ;
   2 ;    2 ;   1 ;  40.00 ;  4 ; N             ;     6070.1 ;    490.0 ;   650.50 ;     0.00 ; 17929.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3400.5 ;       8133.81 ;    53.97 ;       9206.35 ;    61.09 ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ;  4 ; N             ;     6024.5 ;    490.0 ;   650.50 ;     0.00 ; 17884.00 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3400.5 ;       8133.81 ;    53.97 ;       9206.35 ;    61.09 ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ;  4 ; N             ;     5486.1 ;    490.0 ;   650.50 ;     0.00 ; 16045.60 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3400.5 ;       8133.81 ;    53.97 ;       9206.35 ;    61.09 ;    0.00 ;
   2 ;    2 ;  -  ;   -    ;  4 ; N             ;     5772.6 ;    490.0 ;   650.50 ;     0.00 ; 16997.54 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3400.5 ;       8133.81 ;    53.97 ;       9206.35 ;    61.09 ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ;  1 ; SE            ;    49464.5 ;   3952.0 ;  3242.70 ;   393.00 ; 39385.86 ;     2.03 ;     0.00 ;     0.00 ;    4605.97 ;  3744.04 ;  6300.00 ;     0.00 ;  16408.5 ;      93244.94 ;    45.64 ;      99426.21 ;    48.66 ;  114.76 ;
   3 ;    3 ;   2 ;  46.00 ;  1 ; SE            ;    46480.8 ;   3952.0 ;  3244.70 ;   393.00 ; 36126.23 ;   114.86 ;     0.00 ;     0.00 ;    4944.73 ;  1900.00 ;  6773.71 ;     0.00 ;  16408.5 ;      93244.94 ;    45.64 ;      99426.21 ;    48.66 ;  114.19 ;
   3 ;    3 ;   3 ;  82.00 ;  1 ; SE            ;    37804.6 ;   3952.0 ;  3235.70 ;   393.00 ; 27103.61 ;   115.60 ;     0.00 ;     0.00 ;    4871.89 ;  1900.00 ;  4613.76 ;     0.00 ;  16408.5 ;      93244.94 ;    45.64 ;      99426.21 ;    48.66 ;  107.86 ;
   3 ;    3 ;  -  ;   -    ;  1 ; SE            ;    42956.4 ;   3952.0 ;  3239.83 ;   393.00 ; 32498.43 ;    88.36 ;     0.00 ;     0.00 ;    4828.52 ;  2339.06 ;  5606.66 ;     0.00 ;  16408.5 ;      93244.94 ;    45.64 ;      99426.21 ;    48.66 ;  111.24 ;
   3 ;    3 ;   1 ;  40.00 ;  2 ; S             ;    16438.4 ;   1773.0 ;   665.00 ;     0.00 ;  3500.40 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    599.0 ;       4858.07 ;    24.42 ;       5036.55 ;    25.31 ;  127.89 ;
   3 ;    3 ;   2 ;  46.00 ;  2 ; S             ;    14575.3 ;   1773.0 ;   665.00 ;     0.00 ;  2041.32 ;     0.00 ;     0.00 ;     0.00 ;   10095.98 ;    -     ;    -     ;     0.00 ;    599.0 ;       4858.07 ;    24.42 ;       5036.55 ;    25.31 ;  114.19 ;
   3 ;    3 ;   3 ;  82.00 ;  2 ; S             ;    11329.5 ;   1773.0 ;   665.00 ;     0.00 ;  1522.64 ;     0.00 ;     0.00 ;     0.00 ;    7368.86 ;    -     ;    -     ;     0.00 ;    599.0 ;       4858.07 ;    24.42 ;       5036.55 ;    25.31 ;  107.86 ;
   3 ;    3 ;  -  ;   -    ;  2 ; S             ;    13434.6 ;   1773.0 ;   665.00 ;     0.00 ;  2135.55 ;     0.00 ;     0.00 ;     0.00 ;    8861.08 ;    -     ;    -     ;     0.00 ;    599.0 ;       4858.07 ;    24.42 ;       5036.55 ;    25.31 ;  114.36 ;
   3 ;    3 ;   1 ;  40.00 ;  3 ; NE            ;    13096.4 ;   4382.0 ;   399.20 ;     0.00 ;  4121.17 ;     0.00 ;     0.00 ;     0.00 ;    4194.03 ;    -     ;    -     ;     0.00 ;   1842.3 ;      31022.97 ;    60.12 ;      32769.38 ;    63.50 ;  114.76 ;
   3 ;    3 ;   2 ;  46.00 ;  3 ; NE            ;    12671.3 ;   4382.0 ;   399.20 ;     0.00 ;  3157.10 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   1842.3 ;      31022.97 ;    60.12 ;      32769.38 ;    63.50 ;  114.76 ;
   3 ;    3 ;   3 ;  82.00 ;  3 ; NE            ;    10979.2 ;   4382.0 ;   399.20 ;     0.00 ;  2125.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   1842.3 ;      31022.97 ;    60.12 ;      32769.38 ;    63.50 ;  113.93 ;
   3 ;    3 ;  -  ;   -    ;  3 ; NE            ;    11946.6 ;   4382.0 ;   399.20 ;     0.00 ;  2882.88 ;     0.00 ;     0.00 ;     0.00 ;    4282.53 ;    -     ;    -     ;     0.00 ;   1842.3 ;      31022.97 ;    60.12 ;      32769.38 ;    63.50 ;  114.35 ;
   3 ;    3 ;   1 ;  40.00 ;  4 ; N             ;     6166.1 ;    490.0 ;   650.50 ;     0.00 ; 18025.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3631.2 ;       9206.35 ;    61.09 ;      10514.09 ;    69.76 ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ;  4 ; N             ;     6119.8 ;    490.0 ;   650.50 ;     0.00 ; 17979.30 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3631.2 ;       9206.35 ;    61.09 ;      10514.09 ;    69.76 ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ;  4 ; N             ;     5572.8 ;    490.0 ;   650.50 ;     0.00 ; 16132.30 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3631.2 ;       9206.35 ;    61.09 ;      10514.09 ;    69.76 ;    0.00 ;
   3 ;    3 ;  -  ;   -    ;  4 ; N             ;     5863.8 ;    490.0 ;   650.50 ;     0.00 ; 17088.81 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3631.2 ;       9206.35 ;    61.09 ;      10514.09 ;    69.76 ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   4 ;    4 ;   1 ;  40.00 ;  1 ; SE            ;    48805.6 ;   3952.0 ;  3242.70 ;   393.00 ; 38710.41 ;    31.73 ;     0.00 ;     0.00 ;    4652.22 ;  3668.15 ;  6300.00 ;     0.00 ;  16133.6 ;      99426.21 ;    48.66 ;     105652.67 ;    51.71 ;  113.73 ;
   4 ;    4 ;   2 ;  46.00 ;  1 ; SE            ;    45861.6 ;   3952.0 ;  3244.70 ;   393.00 ; 34683.19 ;   115.60 ;     0.00 ;     0.00 ;    5769.31 ;  1900.00 ;  6773.71 ;     0.00 ;  16133.6 ;      99426.21 ;    48.66 ;     105652.67 ;    51.71 ;  112.40 ;
   4 ;    4 ;   3 ;  82.00 ;  1 ; SE            ;    37301.0 ;   3952.0 ;  3235.70 ;   393.00 ; 26734.66 ;   115.60 ;     0.00 ;     0.00 ;    4737.24 ;  1900.00 ;  4006.09 ;     0.00 ;  16133.6 ;      99426.21 ;    48.66 ;     105652.67 ;    51.71 ;  106.82 ;
   4 ;    4 ;  -  ;   -    ;  1 ; SE            ;    42384.2 ;   3952.0 ;  3239.83 ;   393.00 ; 31762.42 ;    95.63 ;     0.00 ;     0.00 ;    4999.58 ;  2320.99 ;  5310.06 ;     0.00 ;  16133.6 ;      99426.21 ;    48.66 ;     105652.67 ;    51.71 ;  109.99 ;
   4 ;    4 ;   1 ;  40.00 ;  2 ; S             ;    15776.0 ;   1773.0 ;   665.00 ;     0.00 ;  3071.03 ;     0.00 ;     0.00 ;     0.00 ;   10266.97 ;    -     ;    -     ;     0.00 ;    655.8 ;       5036.55 ;    25.31 ;       5273.83 ;    26.51 ;  113.73 ;
   4 ;    4 ;   2 ;  46.00 ;  2 ; S             ;    13987.9 ;   1773.0 ;   665.00 ;     0.00 ;  2278.49 ;     0.00 ;     0.00 ;     0.00 ;    9271.41 ;    -     ;    -     ;     0.00 ;    655.8 ;       5036.55 ;    25.31 ;       5273.83 ;    26.51 ;  112.40 ;
   4 ;    4 ;   3 ;  82.00 ;  2 ; S             ;    10872.9 ;   1773.0 ;   665.00 ;     0.00 ;  1539.05 ;     0.00 ;     0.00 ;     0.00 ;    6895.85 ;    -     ;    -     ;     0.00 ;    655.8 ;       5036.55 ;    25.31 ;       5273.83 ;    26.51 ;  106.82 ;
   4 ;    4 ;  -  ;   -    ;  2 ; S             ;    12893.2 ;   1773.0 ;   665.00 ;     0.00 ;  2106.27 ;     0.00 ;     0.00 ;     0.00 ;    8348.95 ;    -     ;    -     ;     0.00 ;    655.8 ;       5036.55 ;    25.31 ;       5273.83 ;    26.51 ;  109.99 ;
   4 ;    4 ;   1 ;  40.00 ;  3 ; NE            ;    13023.7 ;   4382.0 ;   399.20 ;     0.00 ;  3861.69 ;     0.00 ;     0.00 ;     0.00 ;    4380.81 ;    -     ;    -     ;     0.00 ;   2047.7 ;      32769.38 ;    63.50 ;      33988.48 ;    65.86 ;  113.73 ;
   4 ;    4 ;   2 ;  46.00 ;  3 ; NE            ;    12601.0 ;   4382.0 ;   399.20 ;     0.00 ;  3086.80 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2047.7 ;      32769.38 ;    63.50 ;      33988.48 ;    65.86 ;  113.73 ;
   4 ;    4 ;   3 ;  82.00 ;  3 ; NE            ;    10918.2 ;   4382.0 ;   399.20 ;     0.00 ;  2064.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2047.7 ;      32769.38 ;    63.50 ;      33988.48 ;    65.86 ;  113.01 ;
   4 ;    4 ;  -  ;   -    ;  3 ; NE            ;    11880.3 ;   4382.0 ;   399.20 ;     0.00 ;  2772.07 ;     0.00 ;     0.00 ;     0.00 ;    4327.00 ;    -     ;    -     ;     0.00 ;   2047.7 ;      32769.38 ;    63.50 ;      33988.48 ;    65.86 ;  113.38 ;
   4 ;    4 ;   1 ;  40.00 ;  4 ; N             ;     6262.1 ;    490.0 ;   650.50 ;     0.00 ; 18121.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3831.0 ;      10514.09 ;    69.76 ;      11073.03 ;    73.47 ;    0.00 ;
   4 ;    4 ;   2 ;  46.00 ;  4 ; N             ;     6215.1 ;    490.0 ;   650.50 ;     0.00 ; 18074.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3831.0 ;      10514.09 ;    69.76 ;      11073.03 ;    73.47 ;    0.00 ;
   4 ;    4 ;   3 ;  82.00 ;  4 ; N             ;     5659.6 ;    490.0 ;   650.50 ;     0.00 ; 16219.10 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3831.0 ;      10514.09 ;    69.76 ;      11073.03 ;    73.47 ;    0.00 ;
