***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: DECOMP     - Versao 30.1 - Jan/2020(L)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA COMPASS COMERCIALIZADORA DE ENERGIA ELETRICA LTDA                                                                                                     


____________________________________________________________________

 PMO - MARCO/20 - ABR/20 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPERADO        
____________________________________________________________________

--------------------------------------
Resultado de operacao dos subsistemas.                                          
--------------------------------------
---------------------------------------------------
IPER;      Indice do periodo                                                                                                                                                                            
ICEN;      Indice do cenario                                                                                                                                                                            
IPAT;      Patamar de Carga                                                                                                                                                                             
Dur;       Duracao                                                                                                                                                                                      
SIST;      Numero do subsistema                                                                                                                                                                         
Nome Sist; Nome do subsistema                                                                                                                                                                           
Demanda;   Demanda                                                                                                                                                                                      
GerPeq;    Geracao das pequenas usinas                                                                                                                                                                  
Gter;      Geracao Termoeletrica                                                                                                                                                                        
GterAT;    Geracao termica antecipada                                                                                                                                                                   
Ghid;      Geração hidroeletrica                                                                                                                                                                        
Cbomb;     Energia Consumida para bombeamento                                                                                                                                                           
Compra;    Energia importada                                                                                                                                                                            
Venda;     Energia exportada                                                                                                                                                                            
IntercLiq; Saldo da energia de intercambio                                                                                                                                                              
Itaipu50;  Geracao 50Hz de Itaipu                                                                                                                                                                       
Itaipu60;  Geracao 60Hz de Itaipu                                                                                                                                                                       
Deficit;   Deficit no Subsistema                                                                                                                                                                        
ENA;       Energia Afluente                                                                                                                                                                             
EarmInic;  Energia Armazenada Inicial                                                                                                                                                                   
EarmInic%; Energia Armazenada Inicial em percentual                                                                                                                                                     
EarmFim;   Energia Armazenada Final                                                                                                                                                                     
EarmFim%;  Energia Armazenada Final em percentual                                                                                                                                                       
CMO;       Custo Marginal de Operacao                                                                                                                                                                   
---------------------------------------------------

@Tabela
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   1 ;    1 ;  -  ;   -    ;  2 ; S             ;    14517.3 ;   1773.0 ;   637.79 ;     0.00 ;  2693.87 ;     0.00 ;     0.00 ;     0.00 ;    9412.65 ;    -     ;    -     ;     0.00 ;    369.3 ;       4938.25 ;    24.82 ;       4788.96 ;    24.07 ;  155.55 ;
   1 ;    1 ;   1 ;  40.00 ;  3 ; NE            ;    13241.8 ;   4382.0 ;  1645.70 ;     0.00 ;  4874.39 ;     0.00 ;     0.00 ;     0.00 ;    2339.71 ;    -     ;    -     ;     0.00 ;   2065.7 ;      29982.15 ;    58.10 ;      30369.89 ;    58.85 ;  139.90 ;
   1 ;    1 ;   2 ;  46.00 ;  3 ; NE            ;    12812.0 ;   4382.0 ;  1645.70 ;     0.00 ;  3391.64 ;     0.00 ;     0.00 ;     0.00 ;    3392.66 ;    -     ;    -     ;     0.00 ;   2065.7 ;      29982.15 ;    58.10 ;      30369.89 ;    58.85 ;  139.11 ;
   1 ;    1 ;   3 ;  82.00 ;  3 ; NE            ;    11101.1 ;   4382.0 ;  1280.70 ;     0.00 ;  1490.04 ;     0.00 ;     0.00 ;     0.00 ;    3948.36 ;    -     ;    -     ;     0.00 ;   2065.7 ;      29982.15 ;    58.10 ;      30369.89 ;    58.85 ;  132.49 ;
   1 ;    1 ;  -  ;   -    ;  3 ; NE            ;    12079.3 ;   4382.0 ;  1467.55 ;     0.00 ;  2816.51 ;     0.00 ;     0.00 ;     0.00 ;    3413.20 ;    -     ;    -     ;     0.00 ;   2065.7 ;      29982.15 ;    58.10 ;      30369.89 ;    58.85 ;  136.07 ;
   1 ;    1 ;   1 ;  40.00 ;  4 ; N             ;     5974.1 ;    490.0 ;   650.50 ;     0.00 ; 17833.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ;  4 ; N             ;     5929.2 ;    490.0 ;   650.50 ;     0.00 ; 17788.70 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ;  4 ; N             ;     5399.3 ;    490.0 ;   650.50 ;     0.00 ; 15958.80 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;  -  ;   -    ;  4 ; N             ;     5681.2 ;    490.0 ;   650.50 ;     0.00 ; 16906.22 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ;  1 ; SE            ;    50123.4 ;   3952.0 ;  3280.80 ;   393.00 ; 38006.48 ;    10.63 ;     0.00 ;     0.00 ;    6614.74 ;  2208.92 ;  6300.00 ;     0.00 ;  14355.4 ;      86963.39 ;    42.56 ;      91025.49 ;    44.55 ;  139.50 ;
   2 ;    2 ;   2 ;  46.00 ;  1 ; SE            ;    47100.0 ;   3952.0 ;  3282.80 ;   393.00 ; 35951.16 ;   115.60 ;     0.00 ;     0.00 ;    5701.64 ;  1900.00 ;  6656.92 ;     0.00 ;  14355.4 ;      86963.39 ;    42.56 ;      91025.49 ;    44.55 ;  137.95 ;
   2 ;    2 ;   3 ;  82.00 ;  1 ; SE            ;    38308.2 ;   3952.0 ;  3273.80 ;   393.00 ; 28677.39 ;   115.60 ;     0.00 ;     0.00 ;    3763.61 ;  1900.00 ;  3884.19 ;     0.00 ;  14355.4 ;      86963.39 ;    42.56 ;      91025.49 ;    44.55 ;  133.34 ;
   2 ;    2 ;  -  ;   -    ;  1 ; SE            ;    43528.6 ;   3952.0 ;  3277.93 ;   393.00 ; 32890.23 ;    90.61 ;     0.00 ;     0.00 ;    4973.10 ;  1973.55 ;  5218.59 ;     0.00 ;  14355.4 ;      86963.39 ;    42.56 ;      91025.49 ;    44.55 ;  136.07 ;
   2 ;    2 ;   1 ;  40.00 ;  2 ; S             ;    17100.8 ;   1773.0 ;   665.00 ;     0.00 ;  4162.80 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    411.9 ;       4788.96 ;    24.07 ;       4770.50 ;    23.98 ;  175.16 ;
   2 ;    2 ;   2 ;  46.00 ;  2 ; S             ;    15162.6 ;   1773.0 ;   665.00 ;     0.00 ;  2224.60 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    411.9 ;       4788.96 ;    24.07 ;       4770.50 ;    23.98 ;  168.98 ;
   2 ;    2 ;   3 ;  82.00 ;  2 ; S             ;    11786.0 ;   1773.0 ;   665.00 ;     0.00 ;  1342.84 ;     0.00 ;     0.00 ;     0.00 ;    8005.16 ;    -     ;    -     ;     0.00 ;    411.9 ;       4788.96 ;    24.07 ;       4770.50 ;    23.98 ;  133.34 ;
   2 ;    2 ;  -  ;   -    ;  2 ; S             ;    13976.0 ;   1773.0 ;   665.00 ;     0.00 ;  2255.70 ;     0.00 ;     0.00 ;     0.00 ;    9282.28 ;    -     ;    -     ;     0.00 ;    411.9 ;       4788.96 ;    24.07 ;       4770.50 ;    23.98 ;  153.06 ;
   2 ;    2 ;   1 ;  40.00 ;  3 ; NE            ;    13169.1 ;   4382.0 ;  1668.10 ;     0.00 ;  4933.74 ;     0.00 ;     0.00 ;     0.00 ;    2185.26 ;    -     ;    -     ;     0.00 ;   1898.2 ;      30369.89 ;    58.85 ;      31073.64 ;    60.21 ;  139.50 ;
   2 ;    2 ;   2 ;  46.00 ;  3 ; NE            ;    12741.6 ;   4382.0 ;  1550.65 ;     0.00 ;  3353.67 ;     0.00 ;     0.00 ;     0.00 ;    3455.28 ;    -     ;    -     ;     0.00 ;   1898.2 ;      30369.89 ;    58.85 ;      31073.64 ;    60.21 ;  137.95 ;
   2 ;    2 ;   3 ;  82.00 ;  3 ; NE            ;    11040.1 ;   4382.0 ;  1303.10 ;     0.00 ;  1539.57 ;     0.00 ;     0.00 ;     0.00 ;    3815.43 ;    -     ;    -     ;     0.00 ;   1898.2 ;      30369.89 ;    58.85 ;      31073.64 ;    60.21 ;  133.34 ;
   2 ;    2 ;  -  ;   -    ;  3 ; NE            ;    12012.9 ;   4382.0 ;  1457.79 ;     0.00 ;  2844.43 ;     0.00 ;     0.00 ;     0.00 ;    3328.68 ;    -     ;    -     ;     0.00 ;   1898.2 ;      30369.89 ;    58.85 ;      31073.64 ;    60.21 ;  136.07 ;
   2 ;    2 ;   1 ;  40.00 ;  4 ; N             ;     6070.1 ;    490.0 ;   650.50 ;     0.00 ; 17929.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.40 ;    61.07 ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ;  4 ; N             ;     6024.5 ;    490.0 ;   650.50 ;     0.00 ; 17884.00 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.40 ;    61.07 ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ;  4 ; N             ;     5486.1 ;    490.0 ;   650.50 ;     0.00 ; 16045.60 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.40 ;    61.07 ;    0.00 ;
   2 ;    2 ;  -  ;   -    ;  4 ; N             ;     5772.6 ;    490.0 ;   650.50 ;     0.00 ; 16997.54 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.40 ;    61.07 ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ;  1 ; SE            ;    49464.5 ;   3952.0 ;  3280.80 ;   393.00 ; 37175.68 ;     2.03 ;     0.00 ;     0.00 ;    6778.05 ;  2309.02 ;  6300.00 ;     0.00 ;  14199.7 ;      91025.49 ;    44.55 ;      95210.84 ;    46.60 ;  138.67 ;
   3 ;    3 ;   2 ;  46.00 ;  1 ; SE            ;    46480.8 ;   3952.0 ;  3282.80 ;   393.00 ; 35273.91 ;   114.86 ;     0.00 ;     0.00 ;    5758.95 ;  1900.00 ;  6757.02 ;     0.00 ;  14199.7 ;      91025.49 ;    44.55 ;      95210.84 ;    46.60 ;  137.91 ;
   3 ;    3 ;   3 ;  82.00 ;  1 ; SE            ;    37804.6 ;   3952.0 ;  3273.80 ;   393.00 ; 27004.19 ;   115.60 ;     0.00 ;     0.00 ;    4933.21 ;  1900.00 ;  4424.37 ;     0.00 ;  14199.7 ;      91025.49 ;    44.55 ;      95210.84 ;    46.60 ;  132.31 ;
   3 ;    3 ;  -  ;   -    ;  1 ; SE            ;    42956.4 ;   3952.0 ;  3277.93 ;   393.00 ; 31690.30 ;    88.36 ;     0.00 ;     0.00 ;    5598.55 ;  1997.38 ;  5509.65 ;     0.00 ;  14199.7 ;      91025.49 ;    44.55 ;      95210.84 ;    46.60 ;  135.36 ;
   3 ;    3 ;   1 ;  40.00 ;  2 ; S             ;    16438.4 ;   1773.0 ;   665.00 ;     0.00 ;  3500.40 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    727.6 ;       4770.50 ;    23.98 ;       5121.04 ;    25.74 ;  159.76 ;
   3 ;    3 ;   2 ;  46.00 ;  2 ; S             ;    14575.3 ;   1773.0 ;   665.00 ;     0.00 ;  1769.23 ;     0.00 ;     0.00 ;     0.00 ;   10368.07 ;    -     ;    -     ;     0.00 ;    727.6 ;       4770.50 ;    23.98 ;       5121.04 ;    25.74 ;  137.91 ;
   3 ;    3 ;   3 ;  82.00 ;  2 ; S             ;    11329.5 ;   1773.0 ;   665.00 ;     0.00 ;  1345.27 ;     0.00 ;     0.00 ;     0.00 ;    7546.23 ;    -     ;    -     ;     0.00 ;    727.6 ;       4770.50 ;    23.98 ;       5121.04 ;    25.74 ;  132.31 ;
   3 ;    3 ;  -  ;   -    ;  2 ; S             ;    13434.6 ;   1773.0 ;   665.00 ;     0.00 ;  1974.48 ;     0.00 ;     0.00 ;     0.00 ;    9022.16 ;    -     ;    -     ;     0.00 ;    727.6 ;       4770.50 ;    23.98 ;       5121.04 ;    25.74 ;  140.38 ;
   3 ;    3 ;   1 ;  40.00 ;  3 ; NE            ;    13096.4 ;   4382.0 ;  1668.10 ;     0.00 ;  5024.35 ;     0.00 ;     0.00 ;     0.00 ;    2021.95 ;    -     ;    -     ;     0.00 ;   1844.0 ;      31073.64 ;    60.21 ;      32837.93 ;    63.63 ;  138.67 ;
   3 ;    3 ;   2 ;  46.00 ;  3 ; NE            ;    12671.3 ;   4382.0 ;  1303.10 ;     0.00 ;  3356.20 ;     0.00 ;     0.00 ;     0.00 ;    3630.00 ;    -     ;    -     ;     0.00 ;   1844.0 ;      31073.64 ;    60.21 ;      32837.93 ;    63.63 ;  137.91 ;
   3 ;    3 ;   3 ;  82.00 ;  3 ; NE            ;    10979.2 ;   4382.0 ;  1303.10 ;     0.00 ;  1649.17 ;     0.00 ;     0.00 ;     0.00 ;    3644.93 ;    -     ;    -     ;     0.00 ;   1844.0 ;      31073.64 ;    60.21 ;      32837.93 ;    63.63 ;  132.31 ;
   3 ;    3 ;  -  ;   -    ;  3 ; NE            ;    11946.6 ;   4382.0 ;  1390.00 ;     0.00 ;  2920.19 ;     0.00 ;     0.00 ;     0.00 ;    3254.42 ;    -     ;    -     ;     0.00 ;   1844.0 ;      31073.64 ;    60.21 ;      32837.93 ;    63.63 ;  135.36 ;
   3 ;    3 ;   1 ;  40.00 ;  4 ; N             ;     6166.1 ;    490.0 ;   650.50 ;     0.00 ; 18025.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3632.2 ;       9203.40 ;    61.07 ;      10511.55 ;    69.75 ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ;  4 ; N             ;     6119.8 ;    490.0 ;   650.50 ;     0.00 ; 17979.30 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3632.2 ;       9203.40 ;    61.07 ;      10511.55 ;    69.75 ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ;  4 ; N             ;     5572.8 ;    490.0 ;   650.50 ;     0.00 ; 16132.30 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3632.2 ;       9203.40 ;    61.07 ;      10511.55 ;    69.75 ;    0.00 ;
   3 ;    3 ;  -  ;   -    ;  4 ; N             ;     5863.8 ;    490.0 ;   650.50 ;     0.00 ; 17088.81 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3632.2 ;       9203.40 ;    61.07 ;      10511.55 ;    69.75 ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   4 ;    4 ;   1 ;  40.00 ;  1 ; SE            ;    48805.6 ;   3952.0 ;  3280.80 ;   393.00 ; 36695.57 ;    31.73 ;     0.00 ;     0.00 ;    6628.97 ;  2325.71 ;  6300.00 ;     0.00 ;  13247.9 ;      95210.84 ;    46.60 ;      98676.32 ;    48.29 ;  136.12 ;
   4 ;    4 ;   2 ;  46.00 ;  1 ; SE            ;    45861.6 ;   3952.0 ;  3282.80 ;   393.00 ; 33894.63 ;   115.60 ;     0.00 ;     0.00 ;    6519.77 ;  1900.00 ;  6763.84 ;     0.00 ;  13247.9 ;      95210.84 ;    46.60 ;      98676.32 ;    48.29 ;  135.22 ;
   4 ;    4 ;   3 ;  82.00 ;  1 ; SE            ;    37301.0 ;   3952.0 ;  3273.80 ;   393.00 ; 26553.57 ;   115.60 ;     0.00 ;     0.00 ;    4880.23 ;  1900.00 ;  4006.09 ;     0.00 ;  13247.9 ;      95210.84 ;    46.60 ;      98676.32 ;    48.29 ;  129.87 ;
   4 ;    4 ;  -  ;   -    ;  1 ; SE            ;    42384.2 ;   3952.0 ;  3277.93 ;   393.00 ; 30978.38 ;    95.63 ;     0.00 ;     0.00 ;    5745.52 ;  2001.36 ;  5307.36 ;     0.00 ;  13247.9 ;      95210.84 ;    46.60 ;      98676.32 ;    48.29 ;  132.82 ;
   4 ;    4 ;   1 ;  40.00 ;  2 ; S             ;    15776.0 ;   1773.0 ;   665.00 ;     0.00 ;  2967.20 ;     0.00 ;     0.00 ;     0.00 ;   10370.80 ;    -     ;    -     ;     0.00 ;    513.6 ;       5121.04 ;    25.74 ;       5256.51 ;    26.42 ;  136.12 ;
   4 ;    4 ;   2 ;  46.00 ;  2 ; S             ;    13987.9 ;   1773.0 ;   665.00 ;     0.00 ;  2078.99 ;     0.00 ;     0.00 ;     0.00 ;    9470.91 ;    -     ;    -     ;     0.00 ;    513.6 ;       5121.04 ;    25.74 ;       5256.51 ;    26.42 ;  135.22 ;
   4 ;    4 ;   3 ;  82.00 ;  2 ; S             ;    10872.9 ;   1773.0 ;   665.00 ;     0.00 ;  1369.80 ;     0.00 ;     0.00 ;     0.00 ;    7065.10 ;    -     ;    -     ;     0.00 ;    513.6 ;       5121.04 ;    25.74 ;       5256.51 ;    26.42 ;  129.87 ;
   4 ;    4 ;  -  ;   -    ;  2 ; S             ;    12893.2 ;   1773.0 ;   665.00 ;     0.00 ;  1944.32 ;     0.00 ;     0.00 ;     0.00 ;    8510.90 ;    -     ;    -     ;     0.00 ;    513.6 ;       5121.04 ;    25.74 ;       5256.51 ;    26.42 ;  132.82 ;
   4 ;    4 ;   1 ;  40.00 ;  3 ; NE            ;    13023.7 ;   4382.0 ;  1303.10 ;     0.00 ;  5038.37 ;     0.00 ;     0.00 ;     0.00 ;    2300.23 ;    -     ;    -     ;     0.00 ;   2055.3 ;      32837.93 ;    63.63 ;      34066.30 ;    66.01 ;  136.12 ;
   4 ;    4 ;   2 ;  46.00 ;  3 ; NE            ;    12601.0 ;   4382.0 ;  1303.10 ;     0.00 ;  3142.74 ;     0.00 ;     0.00 ;     0.00 ;    3773.16 ;    -     ;    -     ;     0.00 ;   2055.3 ;      32837.93 ;    63.63 ;      34066.30 ;    66.01 ;  135.22 ;
   4 ;    4 ;   3 ;  82.00 ;  3 ; NE            ;    10918.2 ;   4382.0 ;  1303.10 ;     0.00 ;  1472.33 ;     0.00 ;     0.00 ;     0.00 ;    3760.77 ;    -     ;    -     ;     0.00 ;   2055.3 ;      32837.93 ;    63.63 ;      34066.30 ;    66.01 ;  129.87 ;
