***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: DECOMP     - Versao 30.1 - Jan/2020(L)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA COMPASS COMERCIALIZADORA DE ENERGIA ELETRICA LTDA                                                                                                     


____________________________________________________________________

 PMO - MARCO/20 - ABR/20 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPERADO        
____________________________________________________________________

--------------------------------------
Resultado de operacao dos subsistemas.                                          
--------------------------------------
---------------------------------------------------
IPER;      Indice do periodo                                                                                                                                                                            
ICEN;      Indice do cenario                                                                                                                                                                            
IPAT;      Patamar de Carga                                                                                                                                                                             
Dur;       Duracao                                                                                                                                                                                      
SIST;      Numero do subsistema                                                                                                                                                                         
Nome Sist; Nome do subsistema                                                                                                                                                                           
Demanda;   Demanda                                                                                                                                                                                      
GerPeq;    Geracao das pequenas usinas                                                                                                                                                                  
Gter;      Geracao Termoeletrica                                                                                                                                                                        
GterAT;    Geracao termica antecipada                                                                                                                                                                   
Ghid;      Geração hidroeletrica                                                                                                                                                                        
Cbomb;     Energia Consumida para bombeamento                                                                                                                                                           
Compra;    Energia importada                                                                                                                                                                            
Venda;     Energia exportada                                                                                                                                                                            
IntercLiq; Saldo da energia de intercambio                                                                                                                                                              
Itaipu50;  Geracao 50Hz de Itaipu                                                                                                                                                                       
Itaipu60;  Geracao 60Hz de Itaipu                                                                                                                                                                       
Deficit;   Deficit no Subsistema                                                                                                                                                                        
ENA;       Energia Afluente                                                                                                                                                                             
EarmInic;  Energia Armazenada Inicial                                                                                                                                                                   
EarmInic%; Energia Armazenada Inicial em percentual                                                                                                                                                     
EarmFim;   Energia Armazenada Final                                                                                                                                                                     
EarmFim%;  Energia Armazenada Final em percentual                                                                                                                                                       
CMO;       Custo Marginal de Operacao                                                                                                                                                                   
---------------------------------------------------

@Tabela
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   1 ;    1 ;  -  ;   -    ;  2 ; S             ;    14517.3 ;   1773.0 ;   637.79 ;     0.00 ;  3529.57 ;     0.00 ;     0.00 ;     0.00 ;    8576.95 ;    -     ;    -     ;     0.00 ;   1113.6 ;       4938.25 ;    24.82 ;       5345.42 ;    26.87 ;  102.97 ;
   1 ;    1 ;   1 ;  40.00 ;  3 ; NE            ;    13241.8 ;   4382.0 ;   376.80 ;     0.00 ;  4092.77 ;     0.00 ;     0.00 ;     0.00 ;    4390.23 ;    -     ;    -     ;     0.00 ;   2048.8 ;      29982.15 ;    58.10 ;      30329.40 ;    58.77 ;  106.68 ;
   1 ;    1 ;   2 ;  46.00 ;  3 ; NE            ;    12812.0 ;   4382.0 ;   376.80 ;     0.00 ;  3320.20 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2048.8 ;      29982.15 ;    58.10 ;      30329.40 ;    58.77 ;  106.67 ;
   1 ;    1 ;   3 ;  82.00 ;  3 ; NE            ;    11101.1 ;   4382.0 ;   376.80 ;     0.00 ;  2269.30 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2048.8 ;      29982.15 ;    58.10 ;      30329.40 ;    58.77 ;  105.99 ;
   1 ;    1 ;  -  ;   -    ;  3 ; NE            ;    12079.3 ;   4382.0 ;   376.80 ;     0.00 ;  2991.21 ;     0.00 ;     0.00 ;     0.00 ;    4329.25 ;    -     ;    -     ;     0.00 ;   2048.8 ;      29982.15 ;    58.10 ;      30329.40 ;    58.77 ;  106.34 ;
   1 ;    1 ;   1 ;  40.00 ;  4 ; N             ;     5974.1 ;    490.0 ;   650.50 ;     0.00 ; 17833.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3205.2 ;       7224.82 ;    47.94 ;       8146.47 ;    54.05 ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ;  4 ; N             ;     5929.2 ;    490.0 ;   650.50 ;     0.00 ; 17788.70 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3205.2 ;       7224.82 ;    47.94 ;       8146.47 ;    54.05 ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ;  4 ; N             ;     5399.3 ;    490.0 ;   650.50 ;     0.00 ; 15958.80 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3205.2 ;       7224.82 ;    47.94 ;       8146.47 ;    54.05 ;    0.00 ;
   1 ;    1 ;  -  ;   -    ;  4 ; N             ;     5681.2 ;    490.0 ;   650.50 ;     0.00 ; 16906.22 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3205.2 ;       7224.82 ;    47.94 ;       8146.47 ;    54.05 ;    0.00 ;
   1 ;    1 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ;  1 ; SE            ;    50123.4 ;   3952.0 ;  3242.70 ;   393.00 ; 39127.75 ;    10.63 ;     0.00 ;     0.00 ;    5531.57 ;  4000.00 ;  6300.00 ;     0.00 ;  16605.7 ;      89055.01 ;    43.59 ;      95270.62 ;    46.63 ;  103.58 ;
   2 ;    2 ;   2 ;  46.00 ;  1 ; SE            ;    47100.0 ;   3952.0 ;  3244.70 ;   393.00 ; 35982.18 ;   115.60 ;     0.00 ;     0.00 ;    5708.72 ;  1900.00 ;  6568.07 ;     0.00 ;  16605.7 ;      89055.01 ;    43.59 ;      95270.62 ;    46.63 ;  102.42 ;
   2 ;    2 ;   3 ;  82.00 ;  1 ; SE            ;    38308.2 ;   3952.0 ;  3235.70 ;   393.00 ; 28119.11 ;   115.60 ;     0.00 ;     0.00 ;    4359.99 ;  1900.00 ;  4521.60 ;     0.00 ;  16605.7 ;      89055.01 ;    43.59 ;      95270.62 ;    46.63 ;   96.56 ;
   2 ;    2 ;  -  ;   -    ;  1 ; SE            ;    43528.6 ;   3952.0 ;  3239.83 ;   393.00 ; 32893.20 ;    90.61 ;     0.00 ;     0.00 ;    5008.23 ;  2400.00 ;  5505.37 ;     0.00 ;  16605.7 ;      89055.01 ;    43.59 ;      95270.62 ;    46.63 ;   99.84 ;
   2 ;    2 ;   1 ;  40.00 ;  2 ; S             ;    17100.8 ;   1773.0 ;   665.00 ;     0.00 ;  5486.92 ;     0.00 ;     0.00 ;     0.00 ;    9175.88 ;    -     ;    -     ;     0.00 ;   1303.7 ;       5345.42 ;    26.87 ;       6035.33 ;    30.33 ;  103.58 ;
   2 ;    2 ;   2 ;  46.00 ;  2 ; S             ;    15162.6 ;   1773.0 ;   665.00 ;     0.00 ;  3598.25 ;     0.00 ;     0.00 ;     0.00 ;    9126.35 ;    -     ;    -     ;     0.00 ;   1303.7 ;       5345.42 ;    26.87 ;       6035.33 ;    30.33 ;  102.42 ;
   2 ;    2 ;   3 ;  82.00 ;  2 ; S             ;    11786.0 ;   1773.0 ;   665.00 ;     0.00 ;  1559.39 ;     0.00 ;     0.00 ;     0.00 ;    7788.61 ;    -     ;    -     ;     0.00 ;   1303.7 ;       5345.42 ;    26.87 ;       6035.33 ;    30.33 ;   96.56 ;
   2 ;    2 ;  -  ;   -    ;  2 ; S             ;    13976.0 ;   1773.0 ;   665.00 ;     0.00 ;  3052.78 ;     0.00 ;     0.00 ;     0.00 ;    8485.20 ;    -     ;    -     ;     0.00 ;   1303.7 ;       5345.42 ;    26.87 ;       6035.33 ;    30.33 ;   99.84 ;
   2 ;    2 ;   1 ;  40.00 ;  3 ; NE            ;    13169.1 ;   4382.0 ;   399.20 ;     0.00 ;  3795.35 ;     0.00 ;     0.00 ;     0.00 ;    4592.55 ;    -     ;    -     ;     0.00 ;   1871.6 ;      30329.40 ;    58.77 ;      31004.73 ;    60.08 ;  103.58 ;
   2 ;    2 ;   2 ;  46.00 ;  3 ; NE            ;    12741.6 ;   4382.0 ;   399.20 ;     0.00 ;  3227.40 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   1871.6 ;      30329.40 ;    58.77 ;      31004.73 ;    60.08 ;  103.58 ;
   2 ;    2 ;   3 ;  82.00 ;  3 ; NE            ;    11040.1 ;   4382.0 ;   399.20 ;     0.00 ;  2185.90 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   1871.6 ;      30329.40 ;    58.77 ;      31004.73 ;    60.08 ;  102.92 ;
   2 ;    2 ;  -  ;   -    ;  3 ; NE            ;    12012.9 ;   4382.0 ;   399.20 ;     0.00 ;  2854.27 ;     0.00 ;     0.00 ;     0.00 ;    4377.42 ;    -     ;    -     ;     0.00 ;   1871.6 ;      30329.40 ;    58.77 ;      31004.73 ;    60.08 ;  103.26 ;
   2 ;    2 ;   1 ;  40.00 ;  4 ; N             ;     6070.1 ;    490.0 ;   650.50 ;     0.00 ; 17929.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3396.0 ;       8146.47 ;    54.05 ;       9220.95 ;    61.18 ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ;  4 ; N             ;     6024.5 ;    490.0 ;   650.50 ;     0.00 ; 17884.00 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3396.0 ;       8146.47 ;    54.05 ;       9220.95 ;    61.18 ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ;  4 ; N             ;     5486.1 ;    490.0 ;   650.50 ;     0.00 ; 16045.60 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3396.0 ;       8146.47 ;    54.05 ;       9220.95 ;    61.18 ;    0.00 ;
   2 ;    2 ;  -  ;   -    ;  4 ; N             ;     5772.6 ;    490.0 ;   650.50 ;     0.00 ; 16997.54 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3396.0 ;       8146.47 ;    54.05 ;       9220.95 ;    61.18 ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ;  1 ; SE            ;    49464.5 ;   3952.0 ;  3242.70 ;   393.00 ; 38518.89 ;     2.03 ;     0.00 ;     0.00 ;    5472.93 ;  4000.00 ;  6300.00 ;     0.00 ;  17198.6 ;      95270.62 ;    46.63 ;     102251.92 ;    50.04 ;  101.23 ;
   3 ;    3 ;   2 ;  46.00 ;  1 ; SE            ;    46480.8 ;   3952.0 ;  3244.70 ;   393.00 ; 35153.96 ;   114.86 ;     0.00 ;     0.00 ;    5917.00 ;  2218.97 ;  7000.00 ;     0.00 ;  17198.6 ;      95270.62 ;    46.63 ;     102251.92 ;    50.04 ;   99.98 ;
   3 ;    3 ;   3 ;  82.00 ;  1 ; SE            ;    37804.6 ;   3952.0 ;  3235.70 ;   393.00 ; 27203.62 ;   115.60 ;     0.00 ;     0.00 ;    4771.88 ;  1900.00 ;  4467.06 ;     0.00 ;  17198.6 ;      95270.62 ;    46.63 ;     102251.92 ;    50.04 ;   93.96 ;
   3 ;    3 ;  -  ;   -    ;  1 ; SE            ;    42956.4 ;   3952.0 ;  3239.83 ;   393.00 ; 32074.61 ;    88.36 ;     0.00 ;     0.00 ;    5252.34 ;  2487.34 ;  5597.02 ;     0.00 ;  17198.6 ;      95270.62 ;    46.63 ;     102251.92 ;    50.04 ;   97.34 ;
   3 ;    3 ;   1 ;  40.00 ;  2 ; S             ;    16438.4 ;   1773.0 ;   665.00 ;     0.00 ;  4569.53 ;     0.00 ;     0.00 ;     0.00 ;    9430.87 ;    -     ;    -     ;     0.00 ;    674.2 ;       6035.33 ;    30.33 ;       6182.79 ;    31.07 ;  101.23 ;
   3 ;    3 ;   2 ;  46.00 ;  2 ; S             ;    14575.3 ;   1773.0 ;   665.00 ;     0.00 ;  2787.30 ;     0.00 ;     0.00 ;     0.00 ;    9350.00 ;    -     ;    -     ;     0.00 ;    674.2 ;       6035.33 ;    30.33 ;       6182.79 ;    31.07 ;   99.98 ;
   3 ;    3 ;   3 ;  82.00 ;  2 ; S             ;    11329.5 ;   1773.0 ;   665.00 ;     0.00 ;  1569.32 ;     0.00 ;     0.00 ;     0.00 ;    7322.18 ;    -     ;    -     ;     0.00 ;    674.2 ;       6035.33 ;    30.33 ;       6182.79 ;    31.07 ;   93.96 ;
   3 ;    3 ;  -  ;   -    ;  2 ; S             ;    13434.6 ;   1773.0 ;   665.00 ;     0.00 ;  2617.15 ;     0.00 ;     0.00 ;     0.00 ;    8379.48 ;    -     ;    -     ;     0.00 ;    674.2 ;       6035.33 ;    30.33 ;       6182.79 ;    31.07 ;   97.34 ;
   3 ;    3 ;   1 ;  40.00 ;  3 ; NE            ;    13096.4 ;   4382.0 ;   399.20 ;     0.00 ;  3919.01 ;     0.00 ;     0.00 ;     0.00 ;    4396.19 ;    -     ;    -     ;     0.00 ;   1847.3 ;      31004.73 ;    60.08 ;      32788.58 ;    63.54 ;  101.23 ;
   3 ;    3 ;   2 ;  46.00 ;  3 ; NE            ;    12671.3 ;   4382.0 ;   399.20 ;     0.00 ;  3157.10 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   1847.3 ;      31004.73 ;    60.08 ;      32788.58 ;    63.54 ;  101.23 ;
   3 ;    3 ;   3 ;  82.00 ;  3 ; NE            ;    10979.2 ;   4382.0 ;   399.20 ;     0.00 ;  2125.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   1847.3 ;      31004.73 ;    60.08 ;      32788.58 ;    63.54 ;  100.50 ;
   3 ;    3 ;  -  ;   -    ;  3 ; NE            ;    11946.6 ;   4382.0 ;   399.20 ;     0.00 ;  2834.74 ;     0.00 ;     0.00 ;     0.00 ;    4330.66 ;    -     ;    -     ;     0.00 ;   1847.3 ;      31004.73 ;    60.08 ;      32788.58 ;    63.54 ;  100.87 ;
   3 ;    3 ;   1 ;  40.00 ;  4 ; N             ;     6166.1 ;    490.0 ;   650.50 ;     0.00 ; 18025.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3625.7 ;       9220.95 ;    61.18 ;      10528.95 ;    69.86 ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ;  4 ; N             ;     6119.8 ;    490.0 ;   650.50 ;     0.00 ; 17979.30 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3625.7 ;       9220.95 ;    61.18 ;      10528.95 ;    69.86 ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ;  4 ; N             ;     5572.8 ;    490.0 ;   650.50 ;     0.00 ; 16132.30 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3625.7 ;       9220.95 ;    61.18 ;      10528.95 ;    69.86 ;    0.00 ;
   3 ;    3 ;  -  ;   -    ;  4 ; N             ;     5863.8 ;    490.0 ;   650.50 ;     0.00 ; 17088.81 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3625.7 ;       9220.95 ;    61.18 ;      10528.95 ;    69.86 ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   4 ;    4 ;   1 ;  40.00 ;  1 ; SE            ;    48805.6 ;   3952.0 ;  3242.70 ;   393.00 ; 37945.57 ;    31.73 ;     0.00 ;     0.00 ;    5417.06 ;  4000.00 ;  6300.00 ;     0.00 ;  16553.0 ;     102251.92 ;    50.04 ;     108869.44 ;    53.28 ;   98.95 ;
   4 ;    4 ;   2 ;  46.00 ;  1 ; SE            ;    45861.6 ;   3952.0 ;  3244.70 ;   393.00 ; 34180.67 ;   115.60 ;     0.00 ;     0.00 ;    6271.83 ;  3005.83 ;  7000.00 ;     0.00 ;  16553.0 ;     102251.92 ;    50.04 ;     108869.44 ;    53.28 ;   96.97 ;
   4 ;    4 ;   3 ;  82.00 ;  1 ; SE            ;    37301.0 ;   3952.0 ;  2705.70 ;   393.00 ; 26859.04 ;   115.60 ;     0.00 ;     0.00 ;    5142.86 ;  1900.00 ;  4351.31 ;     0.00 ;  16553.0 ;     102251.92 ;    50.04 ;     108869.44 ;    53.28 ;   91.14 ;
   4 ;    4 ;  -  ;   -    ;  1 ; SE            ;    42384.2 ;   3952.0 ;  2981.14 ;   393.00 ; 31503.42 ;    95.63 ;     0.00 ;     0.00 ;    5517.27 ;  2702.79 ;  5540.52 ;     0.00 ;  16553.0 ;     102251.92 ;    50.04 ;     108869.44 ;    53.28 ;   94.60 ;
   4 ;    4 ;   1 ;  40.00 ;  2 ; S             ;    15776.0 ;   1773.0 ;   665.00 ;     0.00 ;  4109.53 ;     0.00 ;     0.00 ;     0.00 ;    9228.47 ;    -     ;    -     ;     0.00 ;    606.2 ;       6182.79 ;    31.07 ;       6291.86 ;    31.62 ;   98.95 ;
   4 ;    4 ;   2 ;  46.00 ;  2 ; S             ;    13987.9 ;   1773.0 ;   665.00 ;     0.00 ;  2554.73 ;     0.00 ;     0.00 ;     0.00 ;    8995.17 ;    -     ;    -     ;     0.00 ;    606.2 ;       6182.79 ;    31.07 ;       6291.86 ;    31.62 ;   96.97 ;
   4 ;    4 ;   3 ;  82.00 ;  2 ; S             ;    10872.9 ;   1773.0 ;   665.00 ;     0.00 ;  1599.45 ;     0.00 ;     0.00 ;     0.00 ;    6835.45 ;    -     ;    -     ;     0.00 ;    606.2 ;       6182.79 ;    31.07 ;       6291.86 ;    31.62 ;   91.14 ;
   4 ;    4 ;  -  ;   -    ;  2 ; S             ;    12893.2 ;   1773.0 ;   665.00 ;     0.00 ;  2458.65 ;     0.00 ;     0.00 ;     0.00 ;    7996.57 ;    -     ;    -     ;     0.00 ;    606.2 ;       6182.79 ;    31.07 ;       6291.86 ;    31.62 ;   94.60 ;
   4 ;    4 ;   1 ;  40.00 ;  3 ; NE            ;    13023.7 ;   4382.0 ;   399.20 ;     0.00 ;  3588.03 ;     0.00 ;     0.00 ;     0.00 ;    4654.47 ;    -     ;    -     ;     0.00 ;   2045.2 ;      32788.58 ;    63.54 ;      34023.08 ;    65.93 ;   98.95 ;
   4 ;    4 ;   2 ;  46.00 ;  3 ; NE            ;    12601.0 ;   4382.0 ;   399.20 ;     0.00 ;  3086.80 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2045.2 ;      32788.58 ;    63.54 ;      34023.08 ;    65.93 ;   98.95 ;
   4 ;    4 ;   3 ;  82.00 ;  3 ; NE            ;    10918.2 ;   4382.0 ;   399.20 ;     0.00 ;  2064.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2045.2 ;      32788.58 ;    63.54 ;      34023.08 ;    65.93 ;   98.32 ;
