***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: DECOMP     - Versao 30.1 - Jan/2020(L)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA COMPASS COMERCIALIZADORA DE ENERGIA ELETRICA LTDA                                                                                                     


____________________________________________________________________

 PMO - MARCO/20 - ABR/20 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPERADO        
____________________________________________________________________

--------------------------------------
Resultado de operacao dos subsistemas.                                          
--------------------------------------
---------------------------------------------------
IPER;      Indice do periodo                                                                                                                                                                            
ICEN;      Indice do cenario                                                                                                                                                                            
IPAT;      Patamar de Carga                                                                                                                                                                             
Dur;       Duracao                                                                                                                                                                                      
SIST;      Numero do subsistema                                                                                                                                                                         
Nome Sist; Nome do subsistema                                                                                                                                                                           
Demanda;   Demanda                                                                                                                                                                                      
GerPeq;    Geracao das pequenas usinas                                                                                                                                                                  
Gter;      Geracao Termoeletrica                                                                                                                                                                        
GterAT;    Geracao termica antecipada                                                                                                                                                                   
Ghid;      Geração hidroeletrica                                                                                                                                                                        
Cbomb;     Energia Consumida para bombeamento                                                                                                                                                           
Compra;    Energia importada                                                                                                                                                                            
Venda;     Energia exportada                                                                                                                                                                            
IntercLiq; Saldo da energia de intercambio                                                                                                                                                              
Itaipu50;  Geracao 50Hz de Itaipu                                                                                                                                                                       
Itaipu60;  Geracao 60Hz de Itaipu                                                                                                                                                                       
Deficit;   Deficit no Subsistema                                                                                                                                                                        
ENA;       Energia Afluente                                                                                                                                                                             
EarmInic;  Energia Armazenada Inicial                                                                                                                                                                   
EarmInic%; Energia Armazenada Inicial em percentual                                                                                                                                                     
EarmFim;   Energia Armazenada Final                                                                                                                                                                     
EarmFim%;  Energia Armazenada Final em percentual                                                                                                                                                       
CMO;       Custo Marginal de Operacao                                                                                                                                                                   
---------------------------------------------------

@Tabela
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   1 ;    1 ;  -  ;   -    ;  2 ; S             ;    14517.3 ;   1773.0 ;   637.79 ;     0.00 ;  2818.71 ;     0.00 ;     0.00 ;     0.00 ;    9287.81 ;    -     ;    -     ;     0.00 ;    596.8 ;       4938.25 ;    24.82 ;       4983.35 ;    25.05 ;  102.17 ;
   1 ;    1 ;   1 ;  40.00 ;  3 ; NE            ;    13241.8 ;   4382.0 ;   376.80 ;     0.00 ;  3695.72 ;     0.00 ;     0.00 ;     0.00 ;    4787.28 ;    -     ;    -     ;     0.00 ;   2269.5 ;      29982.15 ;    58.10 ;      30439.31 ;    58.98 ;  106.06 ;
   1 ;    1 ;   2 ;  46.00 ;  3 ; NE            ;    12812.0 ;   4382.0 ;   376.80 ;     0.00 ;  3320.20 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2269.5 ;      29982.15 ;    58.10 ;      30439.31 ;    58.98 ;  106.06 ;
   1 ;    1 ;   3 ;  82.00 ;  3 ; NE            ;    11101.1 ;   4382.0 ;   376.80 ;     0.00 ;  2269.30 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2269.5 ;      29982.15 ;    58.10 ;      30439.31 ;    58.98 ;  105.39 ;
   1 ;    1 ;  -  ;   -    ;  3 ; NE            ;    12079.3 ;   4382.0 ;   376.80 ;     0.00 ;  2896.67 ;     0.00 ;     0.00 ;     0.00 ;    4423.78 ;    -     ;    -     ;     0.00 ;   2269.5 ;      29982.15 ;    58.10 ;      30439.31 ;    58.98 ;  105.73 ;
   1 ;    1 ;   1 ;  40.00 ;  4 ; N             ;     5974.1 ;    490.0 ;   650.50 ;     0.00 ; 17833.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3208.5 ;       7224.82 ;    47.94 ;       8134.24 ;    53.97 ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ;  4 ; N             ;     5929.2 ;    490.0 ;   650.50 ;     0.00 ; 17788.70 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3208.5 ;       7224.82 ;    47.94 ;       8134.24 ;    53.97 ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ;  4 ; N             ;     5399.3 ;    490.0 ;   650.50 ;     0.00 ; 15958.80 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3208.5 ;       7224.82 ;    47.94 ;       8134.24 ;    53.97 ;    0.00 ;
   1 ;    1 ;  -  ;   -    ;  4 ; N             ;     5681.2 ;    490.0 ;   650.50 ;     0.00 ; 16906.22 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3208.5 ;       7224.82 ;    47.94 ;       8134.24 ;    53.97 ;    0.00 ;
   1 ;    1 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ;  1 ; SE            ;    50123.4 ;   3952.0 ;  3242.70 ;   393.00 ; 40238.33 ;    10.63 ;     0.00 ;     0.00 ;    4421.00 ;  4000.00 ;  6300.00 ;     0.00 ;  17085.9 ;      88537.49 ;    43.33 ;      95130.65 ;    46.56 ;  103.08 ;
   2 ;    2 ;   2 ;  46.00 ;  1 ; SE            ;    47100.0 ;   3952.0 ;  3244.70 ;   393.00 ; 36792.17 ;   115.60 ;     0.00 ;     0.00 ;    4898.73 ;  2132.14 ;  7000.00 ;     0.00 ;  17085.9 ;      88537.49 ;    43.33 ;      95130.65 ;    46.56 ;  101.73 ;
   2 ;    2 ;   3 ;  82.00 ;  1 ; SE            ;    38308.2 ;   3952.0 ;  3235.70 ;   393.00 ; 27138.22 ;   115.60 ;     0.00 ;     0.00 ;    5340.88 ;  1900.00 ;  5475.16 ;     0.00 ;  17085.9 ;      88537.49 ;    43.33 ;      95130.65 ;    46.56 ;   95.62 ;
   2 ;    2 ;  -  ;   -    ;  1 ; SE            ;    43528.6 ;   3952.0 ;  3239.83 ;   393.00 ; 32900.64 ;    90.61 ;     0.00 ;     0.00 ;    5000.80 ;  2463.56 ;  6089.07 ;     0.00 ;  17085.9 ;      88537.49 ;    43.33 ;      95130.65 ;    46.56 ;   99.07 ;
   2 ;    2 ;   1 ;  40.00 ;  2 ; S             ;    17100.8 ;   1773.0 ;   665.00 ;     0.00 ;  4162.80 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    655.3 ;       4983.35 ;    25.05 ;       5158.84 ;    25.93 ;  103.96 ;
   2 ;    2 ;   2 ;  46.00 ;  2 ; S             ;    15162.6 ;   1773.0 ;   665.00 ;     0.00 ;  2356.33 ;     0.00 ;     0.00 ;     0.00 ;   10368.27 ;    -     ;    -     ;     0.00 ;    655.3 ;       4983.35 ;    25.05 ;       5158.84 ;    25.93 ;  101.73 ;
   2 ;    2 ;   3 ;  82.00 ;  2 ; S             ;    11786.0 ;   1773.0 ;   665.00 ;     0.00 ;  1586.72 ;     0.00 ;     0.00 ;     0.00 ;    7761.28 ;    -     ;    -     ;     0.00 ;    655.3 ;       4983.35 ;    25.05 ;       5158.84 ;    25.93 ;   95.62 ;
   2 ;    2 ;  -  ;   -    ;  2 ; S             ;    13976.0 ;   1773.0 ;   665.00 ;     0.00 ;  2410.80 ;     0.00 ;     0.00 ;     0.00 ;    9127.17 ;    -     ;    -     ;     0.00 ;    655.3 ;       4983.35 ;    25.05 ;       5158.84 ;    25.93 ;   99.28 ;
   2 ;    2 ;   1 ;  40.00 ;  3 ; NE            ;    13169.1 ;   4382.0 ;   399.20 ;     0.00 ;  4008.90 ;     0.00 ;     0.00 ;     0.00 ;    4379.00 ;    -     ;    -     ;     0.00 ;   2046.8 ;      30439.31 ;    58.98 ;      31216.93 ;    60.49 ;  103.08 ;
   2 ;    2 ;   2 ;  46.00 ;  3 ; NE            ;    12741.6 ;   4382.0 ;   399.20 ;     0.00 ;  3227.40 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2046.8 ;      30439.31 ;    58.98 ;      31216.93 ;    60.49 ;  103.07 ;
   2 ;    2 ;   3 ;  82.00 ;  3 ; NE            ;    11040.1 ;   4382.0 ;   399.20 ;     0.00 ;  2185.90 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2046.8 ;      30439.31 ;    58.98 ;      31216.93 ;    60.49 ;  102.41 ;
   2 ;    2 ;  -  ;   -    ;  3 ; NE            ;    12012.9 ;   4382.0 ;   399.20 ;     0.00 ;  2905.12 ;     0.00 ;     0.00 ;     0.00 ;    4326.57 ;    -     ;    -     ;     0.00 ;   2046.8 ;      30439.31 ;    58.98 ;      31216.93 ;    60.49 ;  102.75 ;
   2 ;    2 ;   1 ;  40.00 ;  4 ; N             ;     6070.1 ;    490.0 ;   650.50 ;     0.00 ; 17929.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3400.5 ;       8134.24 ;    53.97 ;       9206.32 ;    61.09 ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ;  4 ; N             ;     6024.5 ;    490.0 ;   650.50 ;     0.00 ; 17884.00 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3400.5 ;       8134.24 ;    53.97 ;       9206.32 ;    61.09 ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ;  4 ; N             ;     5486.1 ;    490.0 ;   650.50 ;     0.00 ; 16045.60 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3400.5 ;       8134.24 ;    53.97 ;       9206.32 ;    61.09 ;    0.00 ;
   2 ;    2 ;  -  ;   -    ;  4 ; N             ;     5772.6 ;    490.0 ;   650.50 ;     0.00 ; 16997.54 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3400.5 ;       8134.24 ;    53.97 ;       9206.32 ;    61.09 ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ;  1 ; SE            ;    49464.5 ;   3952.0 ;  3242.70 ;   393.00 ; 38954.57 ;     2.02 ;     0.00 ;     0.00 ;    5037.25 ;  4000.00 ;  6300.00 ;     0.00 ;  16851.5 ;      95130.65 ;    46.56 ;     101760.66 ;    49.80 ;  102.01 ;
   3 ;    3 ;   2 ;  46.00 ;  1 ; SE            ;    46480.8 ;   3952.0 ;  3244.70 ;   393.00 ; 35476.24 ;   114.84 ;     0.00 ;     0.00 ;    5594.70 ;  2159.44 ;  7000.00 ;     0.00 ;  16851.5 ;      95130.65 ;    46.56 ;     101760.66 ;    49.80 ;  100.67 ;
   3 ;    3 ;   3 ;  82.00 ;  1 ; SE            ;    37804.6 ;   3952.0 ;  3235.70 ;   393.00 ; 26070.35 ;   115.60 ;     0.00 ;     0.00 ;    5905.15 ;  1900.00 ;  5605.29 ;     0.00 ;  16851.5 ;      95130.65 ;    46.56 ;     101760.66 ;    49.80 ;   94.62 ;
   3 ;    3 ;  -  ;   -    ;  1 ; SE            ;    42956.4 ;   3952.0 ;  3239.83 ;   393.00 ; 31713.44 ;    88.35 ;     0.00 ;     0.00 ;    5613.50 ;  2471.04 ;  6152.58 ;     0.00 ;  16851.5 ;      95130.65 ;    46.56 ;     101760.66 ;    49.80 ;   98.04 ;
   3 ;    3 ;   1 ;  40.00 ;  2 ; S             ;    16438.4 ;   1773.0 ;   665.00 ;     0.00 ;  4044.04 ;     0.00 ;     0.00 ;     0.00 ;    9956.36 ;    -     ;    -     ;     0.00 ;    779.5 ;       5158.84 ;    25.93 ;       5458.18 ;    27.43 ;  102.01 ;
   3 ;    3 ;   2 ;  46.00 ;  2 ; S             ;    14575.3 ;   1773.0 ;   665.00 ;     0.00 ;  2465.00 ;     0.00 ;     0.00 ;     0.00 ;    9672.30 ;    -     ;    -     ;     0.00 ;    779.5 ;       5158.84 ;    25.93 ;       5458.18 ;    27.43 ;  100.67 ;
   3 ;    3 ;   3 ;  82.00 ;  2 ; S             ;    11329.5 ;   1773.0 ;   665.00 ;     0.00 ;  1564.36 ;     0.00 ;     0.00 ;     0.00 ;    7327.14 ;    -     ;    -     ;     0.00 ;    779.5 ;       5158.84 ;    25.93 ;       5458.18 ;    27.43 ;   94.62 ;
   3 ;    3 ;  -  ;   -    ;  2 ; S             ;    13434.6 ;   1773.0 ;   665.00 ;     0.00 ;  2401.36 ;     0.00 ;     0.00 ;     0.00 ;    8595.27 ;    -     ;    -     ;     0.00 ;    779.5 ;       5158.84 ;    25.93 ;       5458.18 ;    27.43 ;   98.04 ;
   3 ;    3 ;   1 ;  40.00 ;  3 ; NE            ;    13096.4 ;   4382.0 ;   399.20 ;     0.00 ;  4008.81 ;     0.00 ;     0.00 ;     0.00 ;    4306.39 ;    -     ;    -     ;     0.00 ;   2016.7 ;      31216.93 ;    60.49 ;      33200.45 ;    64.34 ;  102.01 ;
   3 ;    3 ;   2 ;  46.00 ;  3 ; NE            ;    12671.3 ;   4382.0 ;   399.20 ;     0.00 ;  3157.10 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2016.7 ;      31216.93 ;    60.49 ;      33200.45 ;    64.34 ;  102.01 ;
   3 ;    3 ;   3 ;  82.00 ;  3 ; NE            ;    10979.2 ;   4382.0 ;   399.20 ;     0.00 ;  2125.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2016.7 ;      31216.93 ;    60.49 ;      33200.45 ;    64.34 ;  100.90 ;
   3 ;    3 ;  -  ;   -    ;  3 ; NE            ;    11946.6 ;   4382.0 ;   399.20 ;     0.00 ;  2856.12 ;     0.00 ;     0.00 ;     0.00 ;    4309.28 ;    -     ;    -     ;     0.00 ;   2016.7 ;      31216.93 ;    60.49 ;      33200.45 ;    64.34 ;  101.47 ;
   3 ;    3 ;   1 ;  40.00 ;  4 ; N             ;     6166.1 ;    490.0 ;   650.50 ;     0.00 ; 18025.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3631.2 ;       9206.32 ;    61.09 ;      10513.97 ;    69.76 ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ;  4 ; N             ;     6119.8 ;    490.0 ;   650.50 ;     0.00 ; 17979.30 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3631.2 ;       9206.32 ;    61.09 ;      10513.97 ;    69.76 ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ;  4 ; N             ;     5572.8 ;    490.0 ;   650.50 ;     0.00 ; 16132.30 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3631.2 ;       9206.32 ;    61.09 ;      10513.97 ;    69.76 ;    0.00 ;
   3 ;    3 ;  -  ;   -    ;  4 ; N             ;     5863.8 ;    490.0 ;   650.50 ;     0.00 ; 17088.81 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3631.2 ;       9206.32 ;    61.09 ;      10513.97 ;    69.76 ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   4 ;    4 ;   1 ;  40.00 ;  1 ; SE            ;    48805.6 ;   3952.0 ;  3242.70 ;   393.00 ; 38024.88 ;    31.77 ;     0.00 ;     0.00 ;    5337.78 ;  4000.00 ;  6300.00 ;     0.00 ;  16387.1 ;     101760.66 ;    49.80 ;     108230.12 ;    52.97 ;  100.68 ;
   4 ;    4 ;   2 ;  46.00 ;  1 ; SE            ;    45861.6 ;   3952.0 ;  3244.70 ;   393.00 ; 34286.51 ;   115.60 ;     0.00 ;     0.00 ;    6165.99 ;  1900.00 ;  6773.71 ;     0.00 ;  16387.1 ;     101760.66 ;    49.80 ;     108230.12 ;    52.97 ;   99.86 ;
   4 ;    4 ;   3 ;  82.00 ;  1 ; SE            ;    37301.0 ;   3952.0 ;  3235.70 ;   393.00 ; 25577.78 ;   115.60 ;     0.00 ;     0.00 ;    5894.12 ;  1900.00 ;  5130.28 ;     0.00 ;  16387.1 ;     101760.66 ;    49.80 ;     108230.12 ;    52.97 ;   93.91 ;
   4 ;    4 ;  -  ;   -    ;  1 ; SE            ;    42384.2 ;   3952.0 ;  3239.83 ;   393.00 ; 30925.91 ;    95.64 ;     0.00 ;     0.00 ;    5836.10 ;  2400.00 ;  5858.77 ;     0.00 ;  16387.1 ;     101760.66 ;    49.80 ;     108230.12 ;    52.97 ;   97.15 ;
   4 ;    4 ;   1 ;  40.00 ;  2 ; S             ;    15776.0 ;   1773.0 ;   665.00 ;     0.00 ;  3936.58 ;     0.00 ;     0.00 ;     0.00 ;    9401.42 ;    -     ;    -     ;     0.00 ;    772.9 ;       5458.18 ;    27.43 ;       5742.42 ;    28.86 ;  100.68 ;
   4 ;    4 ;   2 ;  46.00 ;  2 ; S             ;    13987.9 ;   1773.0 ;   665.00 ;     0.00 ;  2675.18 ;     0.00 ;     0.00 ;     0.00 ;    8874.72 ;    -     ;    -     ;     0.00 ;    772.9 ;       5458.18 ;    27.43 ;       5742.42 ;    28.86 ;   99.86 ;
   4 ;    4 ;   3 ;  82.00 ;  2 ; S             ;    10872.9 ;   1773.0 ;   665.00 ;     0.00 ;  1571.74 ;     0.00 ;     0.00 ;     0.00 ;    6863.16 ;    -     ;    -     ;     0.00 ;    772.9 ;       5458.18 ;    27.43 ;       5742.42 ;    28.86 ;   93.91 ;
   4 ;    4 ;  -  ;   -    ;  2 ; S             ;    12893.2 ;   1773.0 ;   665.00 ;     0.00 ;  2436.93 ;     0.00 ;     0.00 ;     0.00 ;    8018.29 ;    -     ;    -     ;     0.00 ;    772.9 ;       5458.18 ;    27.43 ;       5742.42 ;    28.86 ;   97.15 ;
   4 ;    4 ;   1 ;  40.00 ;  3 ; NE            ;    13023.7 ;   4382.0 ;   399.20 ;     0.00 ;  3681.70 ;     0.00 ;     0.00 ;     0.00 ;    4560.80 ;    -     ;    -     ;     0.00 ;   2240.7 ;      33200.45 ;    64.34 ;      34643.28 ;    67.13 ;  100.68 ;
   4 ;    4 ;   2 ;  46.00 ;  3 ; NE            ;    12601.0 ;   4382.0 ;   399.20 ;     0.00 ;  3086.80 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2240.7 ;      33200.45 ;    64.34 ;      34643.28 ;    67.13 ;  100.68 ;
   4 ;    4 ;   3 ;  82.00 ;  3 ; NE            ;    10918.2 ;   4382.0 ;   399.20 ;     0.00 ;  2064.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2240.7 ;      33200.45 ;    64.34 ;      34643.28 ;    67.13 ;  100.04 ;
