***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: DECOMP     - Versao 30.1 - Jan/2020(L)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA COMPASS COMERCIALIZADORA DE ENERGIA ELETRICA LTDA                                                                                                     


____________________________________________________________________

 PMO - MARCO/20 - ABR/20 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPERADO        
____________________________________________________________________

--------------------------------------
Resultado de operacao dos subsistemas.                                          
--------------------------------------
---------------------------------------------------
IPER;      Indice do periodo                                                                                                                                                                            
ICEN;      Indice do cenario                                                                                                                                                                            
IPAT;      Patamar de Carga                                                                                                                                                                             
Dur;       Duracao                                                                                                                                                                                      
SIST;      Numero do subsistema                                                                                                                                                                         
Nome Sist; Nome do subsistema                                                                                                                                                                           
Demanda;   Demanda                                                                                                                                                                                      
GerPeq;    Geracao das pequenas usinas                                                                                                                                                                  
Gter;      Geracao Termoeletrica                                                                                                                                                                        
GterAT;    Geracao termica antecipada                                                                                                                                                                   
Ghid;      Geração hidroeletrica                                                                                                                                                                        
Cbomb;     Energia Consumida para bombeamento                                                                                                                                                           
Compra;    Energia importada                                                                                                                                                                            
Venda;     Energia exportada                                                                                                                                                                            
IntercLiq; Saldo da energia de intercambio                                                                                                                                                              
Itaipu50;  Geracao 50Hz de Itaipu                                                                                                                                                                       
Itaipu60;  Geracao 60Hz de Itaipu                                                                                                                                                                       
Deficit;   Deficit no Subsistema                                                                                                                                                                        
ENA;       Energia Afluente                                                                                                                                                                             
EarmInic;  Energia Armazenada Inicial                                                                                                                                                                   
EarmInic%; Energia Armazenada Inicial em percentual                                                                                                                                                     
EarmFim;   Energia Armazenada Final                                                                                                                                                                     
EarmFim%;  Energia Armazenada Final em percentual                                                                                                                                                       
CMO;       Custo Marginal de Operacao                                                                                                                                                                   
---------------------------------------------------

@Tabela
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   1 ;    1 ;  -  ;   -    ;  2 ; S             ;    14517.3 ;   1773.0 ;   637.79 ;     0.00 ;  2948.14 ;     0.00 ;     0.00 ;     0.00 ;    9158.39 ;    -     ;    -     ;     0.00 ;    637.6 ;       4938.25 ;    24.82 ;       4987.71 ;    25.07 ;  141.29 ;
   1 ;    1 ;   1 ;  40.00 ;  3 ; NE            ;    13241.8 ;   4382.0 ;  1645.70 ;     0.00 ;  4789.74 ;     0.00 ;     0.00 ;     0.00 ;    2424.36 ;    -     ;    -     ;     0.00 ;   2044.3 ;      29982.15 ;    58.10 ;      30371.43 ;    58.85 ;  145.42 ;
   1 ;    1 ;   2 ;  46.00 ;  3 ; NE            ;    12812.0 ;   4382.0 ;  1645.70 ;     0.00 ;  3410.76 ;     0.00 ;     0.00 ;     0.00 ;    3373.54 ;    -     ;    -     ;     0.00 ;   2044.3 ;      29982.15 ;    58.10 ;      30371.43 ;    58.85 ;  144.63 ;
   1 ;    1 ;   3 ;  82.00 ;  3 ; NE            ;    11101.1 ;   4382.0 ;  1280.70 ;     0.00 ;  1504.54 ;     0.00 ;     0.00 ;     0.00 ;    3933.86 ;    -     ;    -     ;     0.00 ;   2044.3 ;      29982.15 ;    58.10 ;      30371.43 ;    58.85 ;  137.19 ;
   1 ;    1 ;  -  ;   -    ;  3 ; NE            ;    12079.3 ;   4382.0 ;  1467.55 ;     0.00 ;  2808.67 ;     0.00 ;     0.00 ;     0.00 ;    3421.03 ;    -     ;    -     ;     0.00 ;   2044.3 ;      29982.15 ;    58.10 ;      30371.43 ;    58.85 ;  141.19 ;
   1 ;    1 ;   1 ;  40.00 ;  4 ; N             ;     5974.1 ;    490.0 ;   650.50 ;     0.00 ; 17833.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ;  4 ; N             ;     5929.2 ;    490.0 ;   650.50 ;     0.00 ; 17788.70 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ;  4 ; N             ;     5399.3 ;    490.0 ;   650.50 ;     0.00 ; 15958.80 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;  -  ;   -    ;  4 ; N             ;     5681.2 ;    490.0 ;   650.50 ;     0.00 ; 16906.22 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ;  1 ; SE            ;    50123.4 ;   3952.0 ;  3280.80 ;   393.00 ; 37779.25 ;    10.18 ;     0.00 ;     0.00 ;    6841.53 ;  2258.62 ;  6300.00 ;     0.00 ;  12944.6 ;      86991.30 ;    42.58 ;      89723.79 ;    43.91 ;  144.22 ;
   2 ;    2 ;   2 ;  46.00 ;  1 ; SE            ;    47100.0 ;   3952.0 ;  3282.80 ;   393.00 ; 35328.54 ;   115.60 ;     0.00 ;     0.00 ;    6324.26 ;  1900.00 ;  6706.62 ;     0.00 ;  12944.6 ;      86991.30 ;    42.58 ;      89723.79 ;    43.91 ;  142.36 ;
   2 ;    2 ;   3 ;  82.00 ;  1 ; SE            ;    38308.2 ;   3952.0 ;  3273.80 ;   393.00 ; 28168.49 ;   115.60 ;     0.00 ;     0.00 ;    4272.51 ;  1900.00 ;  3936.06 ;     0.00 ;  12944.6 ;      86991.30 ;    42.58 ;      89723.79 ;    43.91 ;  137.69 ;
   2 ;    2 ;  -  ;   -    ;  1 ; SE            ;    43528.6 ;   3952.0 ;  3277.93 ;   393.00 ; 32417.26 ;    90.50 ;     0.00 ;     0.00 ;    5445.97 ;  1985.39 ;  5257.51 ;     0.00 ;  12944.6 ;      86991.30 ;    42.58 ;      89723.79 ;    43.91 ;  140.52 ;
   2 ;    2 ;   1 ;  40.00 ;  2 ; S             ;    17100.8 ;   1773.0 ;   665.00 ;     0.00 ;  4407.66 ;     0.00 ;     0.00 ;     0.00 ;   10255.14 ;    -     ;    -     ;     0.00 ;    680.8 ;       4987.71 ;    25.07 ;       5135.07 ;    25.81 ;  144.22 ;
   2 ;    2 ;   2 ;  46.00 ;  2 ; S             ;    15162.6 ;   1773.0 ;   665.00 ;     0.00 ;  2691.03 ;     0.00 ;     0.00 ;     0.00 ;   10033.57 ;    -     ;    -     ;     0.00 ;    680.8 ;       4987.71 ;    25.07 ;       5135.07 ;    25.81 ;  142.36 ;
   2 ;    2 ;   3 ;  82.00 ;  2 ; S             ;    11786.0 ;   1773.0 ;   665.00 ;     0.00 ;  1778.99 ;     0.00 ;     0.00 ;     0.00 ;    7569.01 ;    -     ;    -     ;     0.00 ;    680.8 ;       4987.71 ;    25.07 ;       5135.07 ;    25.81 ;  137.69 ;
   2 ;    2 ;  -  ;   -    ;  2 ; S             ;    13976.0 ;   1773.0 ;   665.00 ;     0.00 ;  2654.59 ;     0.00 ;     0.00 ;     0.00 ;    8883.39 ;    -     ;    -     ;     0.00 ;    680.8 ;       4987.71 ;    25.07 ;       5135.07 ;    25.81 ;  140.52 ;
   2 ;    2 ;   1 ;  40.00 ;  3 ; NE            ;    13169.1 ;   4382.0 ;  1668.10 ;     0.00 ;  4915.67 ;     0.00 ;     0.00 ;     0.00 ;    2203.33 ;    -     ;    -     ;     0.00 ;   1862.4 ;      30371.43 ;    58.85 ;      31059.67 ;    60.19 ;  144.22 ;
   2 ;    2 ;   2 ;  46.00 ;  3 ; NE            ;    12741.6 ;   4382.0 ;  1668.10 ;     0.00 ;  3342.72 ;     0.00 ;     0.00 ;     0.00 ;    3348.78 ;    -     ;    -     ;     0.00 ;   1862.4 ;      30371.43 ;    58.85 ;      31059.67 ;    60.19 ;  142.36 ;
   2 ;    2 ;   3 ;  82.00 ;  3 ; NE            ;    11040.1 ;   4382.0 ;  1303.10 ;     0.00 ;  1560.45 ;     0.00 ;     0.00 ;     0.00 ;    3794.55 ;    -     ;    -     ;     0.00 ;   1862.4 ;      30371.43 ;    58.85 ;      31059.67 ;    60.19 ;  137.69 ;
   2 ;    2 ;  -  ;   -    ;  3 ; NE            ;    12012.9 ;   4382.0 ;  1489.95 ;     0.00 ;  2847.32 ;     0.00 ;     0.00 ;     0.00 ;    3293.63 ;    -     ;    -     ;     0.00 ;   1862.4 ;      30371.43 ;    58.85 ;      31059.67 ;    60.19 ;  140.52 ;
   2 ;    2 ;   1 ;  40.00 ;  4 ; N             ;     6070.1 ;    490.0 ;   650.50 ;     0.00 ; 17929.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.34 ;    61.07 ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ;  4 ; N             ;     6024.5 ;    490.0 ;   650.50 ;     0.00 ; 17884.00 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.34 ;    61.07 ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ;  4 ; N             ;     5486.1 ;    490.0 ;   650.50 ;     0.00 ; 16045.60 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.34 ;    61.07 ;    0.00 ;
   2 ;    2 ;  -  ;   -    ;  4 ; N             ;     5772.6 ;    490.0 ;   650.50 ;     0.00 ; 16997.54 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.34 ;    61.07 ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ;  1 ; SE            ;    49464.5 ;   3952.0 ;  3280.80 ;   393.00 ; 35905.64 ;     2.03 ;     0.00 ;     0.00 ;    8048.09 ;  2325.71 ;  6300.00 ;     0.00 ;  13546.2 ;      89723.79 ;    43.91 ;      93410.27 ;    45.72 ;  141.76 ;
   3 ;    3 ;   2 ;  46.00 ;  1 ; SE            ;    46480.8 ;   3952.0 ;  3282.80 ;   393.00 ; 33481.01 ;   114.86 ;     0.00 ;     0.00 ;    7551.85 ;  1900.00 ;  6773.71 ;     0.00 ;  13546.2 ;      89723.79 ;    43.91 ;      93410.27 ;    45.72 ;  140.88 ;
   3 ;    3 ;   3 ;  82.00 ;  1 ; SE            ;    37804.6 ;   3952.0 ;  3273.80 ;   393.00 ; 27026.40 ;   115.60 ;     0.00 ;     0.00 ;    4911.00 ;  1900.00 ;  4006.09 ;     0.00 ;  13546.2 ;      89723.79 ;    43.91 ;      93410.27 ;    45.72 ;  136.26 ;
   3 ;    3 ;  -  ;   -    ;  1 ; SE            ;    42956.4 ;   3952.0 ;  3277.93 ;   393.00 ; 30907.84 ;    88.36 ;     0.00 ;     0.00 ;    6381.02 ;  2001.36 ;  5310.06 ;     0.00 ;  13546.2 ;      89723.79 ;    43.91 ;      93410.27 ;    45.72 ;  138.83 ;
   3 ;    3 ;   1 ;  40.00 ;  2 ; S             ;    16438.4 ;   1773.0 ;   665.00 ;     0.00 ;  4796.34 ;     0.00 ;     0.00 ;     0.00 ;    9204.06 ;    -     ;    -     ;     0.00 ;   1179.9 ;       5135.07 ;    25.81 ;       5730.85 ;    28.80 ;  141.76 ;
   3 ;    3 ;   2 ;  46.00 ;  2 ; S             ;    14575.3 ;   1773.0 ;   665.00 ;     0.00 ;  3184.43 ;     0.00 ;     0.00 ;     0.00 ;    8952.87 ;    -     ;    -     ;     0.00 ;   1179.9 ;       5135.07 ;    25.81 ;       5730.85 ;    28.80 ;  140.88 ;
   3 ;    3 ;   3 ;  82.00 ;  2 ; S             ;    11329.5 ;   1773.0 ;   665.00 ;     0.00 ;  1788.30 ;     0.00 ;     0.00 ;     0.00 ;    7103.20 ;    -     ;    -     ;     0.00 ;   1179.9 ;       5135.07 ;    25.81 ;       5730.85 ;    28.80 ;  136.26 ;
   3 ;    3 ;  -  ;   -    ;  2 ; S             ;    13434.6 ;   1773.0 ;   665.00 ;     0.00 ;  2886.77 ;     0.00 ;     0.00 ;     0.00 ;    8109.86 ;    -     ;    -     ;     0.00 ;   1179.9 ;       5135.07 ;    25.81 ;       5730.85 ;    28.80 ;  138.83 ;
   3 ;    3 ;   1 ;  40.00 ;  3 ; NE            ;    13096.4 ;   4382.0 ;  1668.10 ;     0.00 ;  4998.45 ;     0.00 ;     0.00 ;     0.00 ;    2047.85 ;    -     ;    -     ;     0.00 ;   1812.1 ;      31059.67 ;    60.19 ;      32780.78 ;    63.52 ;  141.76 ;
   3 ;    3 ;   2 ;  46.00 ;  3 ; NE            ;    12671.3 ;   4382.0 ;  1668.10 ;     0.00 ;  3352.21 ;     0.00 ;     0.00 ;     0.00 ;    3268.99 ;    -     ;    -     ;     0.00 ;   1812.1 ;      31059.67 ;    60.19 ;      32780.78 ;    63.52 ;  140.88 ;
   3 ;    3 ;   3 ;  82.00 ;  3 ; NE            ;    10979.2 ;   4382.0 ;  1303.10 ;     0.00 ;  1602.21 ;     0.00 ;     0.00 ;     0.00 ;    3691.89 ;    -     ;    -     ;     0.00 ;   1812.1 ;      31059.67 ;    60.19 ;      32780.78 ;    63.52 ;  136.26 ;
   3 ;    3 ;  -  ;   -    ;  3 ; NE            ;    11946.6 ;   4382.0 ;  1489.95 ;     0.00 ;  2890.01 ;     0.00 ;     0.00 ;     0.00 ;    3184.66 ;    -     ;    -     ;     0.00 ;   1812.1 ;      31059.67 ;    60.19 ;      32780.78 ;    63.52 ;  138.83 ;
   3 ;    3 ;   1 ;  40.00 ;  4 ; N             ;     6166.1 ;    490.0 ;   650.50 ;     0.00 ; 18025.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3635.8 ;       9203.34 ;    61.07 ;      10498.83 ;    69.66 ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ;  4 ; N             ;     6119.8 ;    490.0 ;   650.50 ;     0.00 ; 17979.30 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3635.8 ;       9203.34 ;    61.07 ;      10498.83 ;    69.66 ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ;  4 ; N             ;     5572.8 ;    490.0 ;   650.50 ;     0.00 ; 16132.30 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3635.8 ;       9203.34 ;    61.07 ;      10498.83 ;    69.66 ;    0.00 ;
   3 ;    3 ;  -  ;   -    ;  4 ; N             ;     5863.8 ;    490.0 ;   650.50 ;     0.00 ; 17088.81 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3635.8 ;       9203.34 ;    61.07 ;      10498.83 ;    69.66 ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   4 ;    4 ;   1 ;  40.00 ;  1 ; SE            ;    48805.6 ;   3952.0 ;  3280.80 ;   393.00 ; 35226.45 ;    32.18 ;     0.00 ;     0.00 ;    8098.53 ;  2325.71 ;  6300.00 ;     0.00 ;  13019.7 ;      93410.27 ;    45.72 ;      96889.73 ;    47.42 ;  139.80 ;
   4 ;    4 ;   2 ;  46.00 ;  1 ; SE            ;    45861.6 ;   3952.0 ;  3282.80 ;   393.00 ; 33029.71 ;   115.60 ;     0.00 ;     0.00 ;    7384.69 ;  1900.00 ;  5505.03 ;     0.00 ;  13019.7 ;      93410.27 ;    45.72 ;      96889.73 ;    47.42 ;  139.53 ;
   4 ;    4 ;   3 ;  82.00 ;  1 ; SE            ;    37301.0 ;   3952.0 ;  3273.80 ;   393.00 ; 26125.82 ;   115.60 ;     0.00 ;     0.00 ;    5307.98 ;  1900.00 ;  4006.09 ;     0.00 ;  13019.7 ;      93410.27 ;    45.72 ;      96889.73 ;    47.42 ;  134.12 ;
   4 ;    4 ;  -  ;   -    ;  1 ; SE            ;    42384.2 ;   3952.0 ;  3277.93 ;   393.00 ; 30182.99 ;    95.74 ;     0.00 ;     0.00 ;    6541.02 ;  2001.36 ;  4962.68 ;     0.00 ;  13019.7 ;      93410.27 ;    45.72 ;      96889.73 ;    47.42 ;  136.95 ;
   4 ;    4 ;   1 ;  40.00 ;  2 ; S             ;    15776.0 ;   1773.0 ;   665.00 ;     0.00 ;  4534.08 ;     0.00 ;     0.00 ;     0.00 ;    8803.92 ;    -     ;    -     ;     0.00 ;    867.6 ;       5730.85 ;    28.80 ;       6014.47 ;    30.23 ;  139.80 ;
   4 ;    4 ;   2 ;  46.00 ;  2 ; S             ;    13987.9 ;   1773.0 ;   665.00 ;     0.00 ;  3376.74 ;     0.00 ;     0.00 ;     0.00 ;    8173.16 ;    -     ;    -     ;     0.00 ;    867.6 ;       5730.85 ;    28.80 ;       6014.47 ;    30.23 ;  139.53 ;
   4 ;    4 ;   3 ;  82.00 ;  2 ; S             ;    10872.9 ;   1773.0 ;   665.00 ;     0.00 ;  1797.62 ;     0.00 ;     0.00 ;     0.00 ;    6637.28 ;    -     ;    -     ;     0.00 ;    867.6 ;       5730.85 ;    28.80 ;       6014.47 ;    30.23 ;  134.12 ;
   4 ;    4 ;  -  ;   -    ;  2 ; S             ;    12893.2 ;   1773.0 ;   665.00 ;     0.00 ;  2881.54 ;     0.00 ;     0.00 ;     0.00 ;    7573.69 ;    -     ;    -     ;     0.00 ;    867.6 ;       5730.85 ;    28.80 ;       6014.47 ;    30.23 ;  136.95 ;
   4 ;    4 ;   1 ;  40.00 ;  3 ; NE            ;    13023.7 ;   4382.0 ;  1668.10 ;     0.00 ;  4576.05 ;     0.00 ;     0.00 ;     0.00 ;    2397.55 ;    -     ;    -     ;     0.00 ;   2017.2 ;      32780.78 ;    63.52 ;      33979.81 ;    65.85 ;  139.80 ;
   4 ;    4 ;   2 ;  46.00 ;  3 ; NE            ;    12601.0 ;   4382.0 ;  1668.10 ;     0.00 ;  3603.73 ;     0.00 ;     0.00 ;     0.00 ;    2947.17 ;    -     ;    -     ;     0.00 ;   2017.2 ;      32780.78 ;    63.52 ;      33979.81 ;    65.85 ;  139.53 ;
   4 ;    4 ;   3 ;  82.00 ;  3 ; NE            ;    10918.2 ;   4382.0 ;  1303.10 ;     0.00 ;  1472.27 ;     0.00 ;     0.00 ;     0.00 ;    3760.83 ;    -     ;    -     ;     0.00 ;   2017.2 ;      32780.78 ;    63.52 ;      33979.81 ;    65.85 ;  134.12 ;
