***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: DECOMP     - Versao 30.1 - Jan/2020(L)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA COMPASS COMERCIALIZADORA DE ENERGIA ELETRICA LTDA                                                                                                     


____________________________________________________________________

 PMO - MARCO/20 - ABR/20 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPERADO        
____________________________________________________________________

--------------------------------------
Resultado de operacao dos subsistemas.                                          
--------------------------------------
---------------------------------------------------
IPER;      Indice do periodo                                                                                                                                                                            
ICEN;      Indice do cenario                                                                                                                                                                            
IPAT;      Patamar de Carga                                                                                                                                                                             
Dur;       Duracao                                                                                                                                                                                      
SIST;      Numero do subsistema                                                                                                                                                                         
Nome Sist; Nome do subsistema                                                                                                                                                                           
Demanda;   Demanda                                                                                                                                                                                      
GerPeq;    Geracao das pequenas usinas                                                                                                                                                                  
Gter;      Geracao Termoeletrica                                                                                                                                                                        
GterAT;    Geracao termica antecipada                                                                                                                                                                   
Ghid;      Geração hidroeletrica                                                                                                                                                                        
Cbomb;     Energia Consumida para bombeamento                                                                                                                                                           
Compra;    Energia importada                                                                                                                                                                            
Venda;     Energia exportada                                                                                                                                                                            
IntercLiq; Saldo da energia de intercambio                                                                                                                                                              
Itaipu50;  Geracao 50Hz de Itaipu                                                                                                                                                                       
Itaipu60;  Geracao 60Hz de Itaipu                                                                                                                                                                       
Deficit;   Deficit no Subsistema                                                                                                                                                                        
ENA;       Energia Afluente                                                                                                                                                                             
EarmInic;  Energia Armazenada Inicial                                                                                                                                                                   
EarmInic%; Energia Armazenada Inicial em percentual                                                                                                                                                     
EarmFim;   Energia Armazenada Final                                                                                                                                                                     
EarmFim%;  Energia Armazenada Final em percentual                                                                                                                                                       
CMO;       Custo Marginal de Operacao                                                                                                                                                                   
---------------------------------------------------

@Tabela
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   1 ;    1 ;  -  ;   -    ;  2 ; S             ;    14517.3 ;   1773.0 ;   637.79 ;     0.00 ;  2984.81 ;     0.00 ;     0.00 ;     0.00 ;    9121.71 ;    -     ;    -     ;     0.00 ;    880.0 ;       4938.25 ;    24.82 ;       5249.37 ;    26.38 ;  124.82 ;
   1 ;    1 ;   1 ;  40.00 ;  3 ; NE            ;    13241.8 ;   4382.0 ;  1280.70 ;     0.00 ;  4957.40 ;     0.00 ;     0.00 ;     0.00 ;    2621.70 ;    -     ;    -     ;     0.00 ;   2041.0 ;      29982.15 ;    58.10 ;      30346.43 ;    58.80 ;  128.96 ;
   1 ;    1 ;   2 ;  46.00 ;  3 ; NE            ;    12812.0 ;   4382.0 ;  1280.70 ;     0.00 ;  3218.04 ;     0.00 ;     0.00 ;     0.00 ;    3931.26 ;    -     ;    -     ;     0.00 ;   2041.0 ;      29982.15 ;    58.10 ;      30346.43 ;    58.80 ;  127.13 ;
   1 ;    1 ;   3 ;  82.00 ;  3 ; NE            ;    11101.1 ;   4382.0 ;   997.65 ;     0.00 ;  1648.45 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2041.0 ;      29982.15 ;    58.10 ;      30346.43 ;    58.80 ;  125.33 ;
   1 ;    1 ;  -  ;   -    ;  3 ; NE            ;    12079.3 ;   4382.0 ;  1142.54 ;     0.00 ;  2866.07 ;     0.00 ;     0.00 ;     0.00 ;    3688.64 ;    -     ;    -     ;     0.00 ;   2041.0 ;      29982.15 ;    58.10 ;      30346.43 ;    58.80 ;  126.69 ;
   1 ;    1 ;   1 ;  40.00 ;  4 ; N             ;     5974.1 ;    490.0 ;   650.50 ;     0.00 ; 17833.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ;  4 ; N             ;     5929.2 ;    490.0 ;   650.50 ;     0.00 ; 17788.70 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ;  4 ; N             ;     5399.3 ;    490.0 ;   650.50 ;     0.00 ; 15958.80 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;  -  ;   -    ;  4 ; N             ;     5681.2 ;    490.0 ;   650.50 ;     0.00 ; 16906.22 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ;  1 ; SE            ;    50123.4 ;   3952.0 ;  3280.80 ;   393.00 ; 37808.41 ;    10.63 ;     0.00 ;     0.00 ;    6812.82 ;  2189.29 ;  6300.00 ;     0.00 ;  15373.5 ;      86815.24 ;    42.49 ;      91977.58 ;    45.02 ;  127.35 ;
   2 ;    2 ;   2 ;  46.00 ;  1 ; SE            ;    47100.0 ;   3952.0 ;  3282.80 ;   393.00 ; 35766.25 ;   115.60 ;     0.00 ;     0.00 ;    5886.55 ;  1900.00 ;  6637.29 ;     0.00 ;  15373.5 ;      86815.24 ;    42.49 ;      91977.58 ;    45.02 ;  126.26 ;
   2 ;    2 ;   3 ;  82.00 ;  1 ; SE            ;    38308.2 ;   3952.0 ;  3273.80 ;   393.00 ; 28345.99 ;   115.60 ;     0.00 ;     0.00 ;    4095.01 ;  1900.00 ;  3863.70 ;     0.00 ;  15373.5 ;      86815.24 ;    42.49 ;      91977.58 ;    45.02 ;  121.59 ;
   2 ;    2 ;  -  ;   -    ;  1 ; SE            ;    43528.6 ;   3952.0 ;  3277.93 ;   393.00 ; 32630.68 ;    90.61 ;     0.00 ;     0.00 ;    5232.65 ;  1968.88 ;  5203.21 ;     0.00 ;  15373.5 ;      86815.24 ;    42.49 ;      91977.58 ;    45.02 ;  124.24 ;
   2 ;    2 ;   1 ;  40.00 ;  2 ; S             ;    17100.8 ;   1773.0 ;   665.00 ;     0.00 ;  5279.66 ;     0.00 ;     0.00 ;     0.00 ;    9383.14 ;    -     ;    -     ;     0.00 ;   1276.1 ;       5249.37 ;    26.38 ;       5933.79 ;    29.82 ;  127.35 ;
   2 ;    2 ;   2 ;  46.00 ;  2 ; S             ;    15162.6 ;   1773.0 ;   665.00 ;     0.00 ;  3117.71 ;     0.00 ;     0.00 ;     0.00 ;    9606.89 ;    -     ;    -     ;     0.00 ;   1276.1 ;       5249.37 ;    26.38 ;       5933.79 ;    29.82 ;  126.26 ;
   2 ;    2 ;   3 ;  82.00 ;  2 ; S             ;    11786.0 ;   1773.0 ;   665.00 ;     0.00 ;  1952.31 ;     0.00 ;     0.00 ;     0.00 ;    7395.69 ;    -     ;    -     ;     0.00 ;   1276.1 ;       5249.37 ;    26.38 ;       5933.79 ;    29.82 ;  121.59 ;
   2 ;    2 ;  -  ;   -    ;  2 ; S             ;    13976.0 ;   1773.0 ;   665.00 ;     0.00 ;  3063.63 ;     0.00 ;     0.00 ;     0.00 ;    8474.34 ;    -     ;    -     ;     0.00 ;   1276.1 ;       5249.37 ;    26.38 ;       5933.79 ;    29.82 ;  124.24 ;
   2 ;    2 ;   1 ;  40.00 ;  3 ; NE            ;    13169.1 ;   4382.0 ;  1303.10 ;     0.00 ;  4379.96 ;     0.00 ;     0.00 ;     0.00 ;    3104.04 ;    -     ;    -     ;     0.00 ;   1875.4 ;      30346.43 ;    58.80 ;      31032.15 ;    60.13 ;  127.35 ;
   2 ;    2 ;   2 ;  46.00 ;  3 ; NE            ;    12741.6 ;   4382.0 ;  1303.10 ;     0.00 ;  2912.65 ;     0.00 ;     0.00 ;     0.00 ;    4143.85 ;    -     ;    -     ;     0.00 ;   1875.4 ;      30346.43 ;    58.80 ;      31032.15 ;    60.13 ;  126.26 ;
   2 ;    2 ;   3 ;  82.00 ;  3 ; NE            ;    11040.1 ;   4382.0 ;   496.70 ;     0.00 ;  2088.40 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   1875.4 ;      30346.43 ;    58.80 ;      31032.15 ;    60.13 ;  125.33 ;
   2 ;    2 ;  -  ;   -    ;  3 ; NE            ;    12012.9 ;   4382.0 ;   909.50 ;     0.00 ;  2859.70 ;     0.00 ;     0.00 ;     0.00 ;    3861.69 ;    -     ;    -     ;     0.00 ;   1875.4 ;      30346.43 ;    58.80 ;      31032.15 ;    60.13 ;  126.07 ;
   2 ;    2 ;   1 ;  40.00 ;  4 ; N             ;     6070.1 ;    490.0 ;   650.50 ;     0.00 ; 17929.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.40 ;    61.07 ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ;  4 ; N             ;     6024.5 ;    490.0 ;   650.50 ;     0.00 ; 17884.00 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.40 ;    61.07 ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ;  4 ; N             ;     5486.1 ;    490.0 ;   650.50 ;     0.00 ; 16045.60 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.40 ;    61.07 ;    0.00 ;
   2 ;    2 ;  -  ;   -    ;  4 ; N             ;     5772.6 ;    490.0 ;   650.50 ;     0.00 ; 16997.54 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.40 ;    61.07 ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ;  1 ; SE            ;    49464.5 ;   3952.0 ;  3280.80 ;   393.00 ; 37107.21 ;     2.03 ;     0.00 ;     0.00 ;    6846.52 ;  2325.71 ;  6300.00 ;     0.00 ;  15514.7 ;      91977.58 ;    45.02 ;      97478.70 ;    47.71 ;  126.17 ;
   3 ;    3 ;   2 ;  46.00 ;  1 ; SE            ;    46480.8 ;   3952.0 ;  3282.80 ;   393.00 ; 34804.26 ;   114.86 ;     0.00 ;     0.00 ;    6228.60 ;  1900.00 ;  6773.71 ;     0.00 ;  15514.7 ;      91977.58 ;    45.02 ;      97478.70 ;    47.71 ;  124.83 ;
   3 ;    3 ;   3 ;  82.00 ;  1 ; SE            ;    37804.6 ;   3952.0 ;  3273.80 ;   393.00 ; 26417.77 ;   115.60 ;     0.00 ;     0.00 ;    5519.63 ;  1900.00 ;  5251.94 ;     0.00 ;  15514.7 ;      91977.58 ;    45.02 ;      97478.70 ;    47.71 ;  119.08 ;
   3 ;    3 ;  -  ;   -    ;  1 ; SE            ;    42956.4 ;   3952.0 ;  3277.93 ;   393.00 ; 31259.18 ;    88.36 ;     0.00 ;     0.00 ;    6029.67 ;  2001.36 ;  5918.15 ;     0.00 ;  15514.7 ;      91977.58 ;    45.02 ;      97478.70 ;    47.71 ;  122.34 ;
   3 ;    3 ;   1 ;  40.00 ;  2 ; S             ;    16438.4 ;   1773.0 ;   665.00 ;     0.00 ;  4648.01 ;     0.00 ;     0.00 ;     0.00 ;    9352.39 ;    -     ;    -     ;     0.00 ;    736.5 ;       5933.79 ;    29.82 ;       6126.70 ;    30.79 ;  126.17 ;
   3 ;    3 ;   2 ;  46.00 ;  2 ; S             ;    14575.3 ;   1773.0 ;   665.00 ;     0.00 ;  3325.19 ;     0.00 ;     0.00 ;     0.00 ;    8812.11 ;    -     ;    -     ;     0.00 ;    736.5 ;       5933.79 ;    29.82 ;       6126.70 ;    30.79 ;  124.83 ;
   3 ;    3 ;   3 ;  82.00 ;  2 ; S             ;    11329.5 ;   1773.0 ;   665.00 ;     0.00 ;  1532.19 ;     0.00 ;     0.00 ;     0.00 ;    7359.31 ;    -     ;    -     ;     0.00 ;    736.5 ;       5933.79 ;    29.82 ;       6126.70 ;    30.79 ;  119.08 ;
   3 ;    3 ;  -  ;   -    ;  2 ; S             ;    13434.6 ;   1773.0 ;   665.00 ;     0.00 ;  2764.99 ;     0.00 ;     0.00 ;     0.00 ;    8231.65 ;    -     ;    -     ;     0.00 ;    736.5 ;       5933.79 ;    29.82 ;       6126.70 ;    30.79 ;  122.34 ;
   3 ;    3 ;   1 ;  40.00 ;  3 ; NE            ;    13096.4 ;   4382.0 ;  1141.11 ;     0.00 ;  4472.19 ;     0.00 ;     0.00 ;     0.00 ;    3101.09 ;    -     ;    -     ;     0.00 ;   1837.3 ;      31032.15 ;    60.13 ;      32777.05 ;    63.51 ;  126.17 ;
   3 ;    3 ;   2 ;  46.00 ;  3 ; NE            ;    12671.3 ;   4382.0 ;   793.66 ;     0.00 ;  2762.64 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   1837.3 ;      31032.15 ;    60.13 ;      32777.05 ;    63.51 ;  125.33 ;
   3 ;    3 ;   3 ;  82.00 ;  3 ; NE            ;    10979.2 ;   4382.0 ;   399.20 ;     0.00 ;  2125.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   1837.3 ;      31032.15 ;    60.13 ;      32777.05 ;    63.51 ;  124.45 ;
   3 ;    3 ;  -  ;   -    ;  3 ; NE            ;    11946.6 ;   4382.0 ;   683.85 ;     0.00 ;  2858.45 ;     0.00 ;     0.00 ;     0.00 ;    4022.31 ;    -     ;    -     ;     0.00 ;   1837.3 ;      31032.15 ;    60.13 ;      32777.05 ;    63.51 ;  125.10 ;
   3 ;    3 ;   1 ;  40.00 ;  4 ; N             ;     6166.1 ;    490.0 ;   650.50 ;     0.00 ; 18025.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3632.2 ;       9203.40 ;    61.07 ;      10511.56 ;    69.75 ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ;  4 ; N             ;     6119.8 ;    490.0 ;   650.50 ;     0.00 ; 17979.30 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3632.2 ;       9203.40 ;    61.07 ;      10511.56 ;    69.75 ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ;  4 ; N             ;     5572.8 ;    490.0 ;   650.50 ;     0.00 ; 16132.30 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3632.2 ;       9203.40 ;    61.07 ;      10511.56 ;    69.75 ;    0.00 ;
   3 ;    3 ;  -  ;   -    ;  4 ; N             ;     5863.8 ;    490.0 ;   650.50 ;     0.00 ; 17088.81 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3632.2 ;       9203.40 ;    61.07 ;      10511.56 ;    69.75 ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   4 ;    4 ;   1 ;  40.00 ;  1 ; SE            ;    48805.6 ;   3952.0 ;  3280.80 ;   393.00 ; 36253.07 ;    31.73 ;     0.00 ;     0.00 ;    7071.47 ;  2325.71 ;  6300.00 ;     0.00 ;  14256.8 ;      97478.70 ;    47.71 ;     102069.37 ;    49.96 ;  125.34 ;
   4 ;    4 ;   2 ;  46.00 ;  1 ; SE            ;    45861.6 ;   3952.0 ;  3282.80 ;   393.00 ; 33735.91 ;   115.60 ;     0.00 ;     0.00 ;    6678.49 ;  1900.00 ;  6773.71 ;     0.00 ;  14256.8 ;      97478.70 ;    47.71 ;     102069.37 ;    49.96 ;  124.57 ;
   4 ;    4 ;   3 ;  82.00 ;  1 ; SE            ;    37301.0 ;   3952.0 ;  3273.80 ;   393.00 ; 26327.82 ;   115.60 ;     0.00 ;     0.00 ;    5105.98 ;  1900.00 ;  4006.09 ;     0.00 ;  14256.8 ;      97478.70 ;    47.71 ;     102069.37 ;    49.96 ;  118.59 ;
   4 ;    4 ;  -  ;   -    ;  1 ; SE            ;    42384.2 ;   3952.0 ;  3277.93 ;   393.00 ; 30719.38 ;    95.63 ;     0.00 ;     0.00 ;    6004.52 ;  2001.36 ;  5310.06 ;     0.00 ;  14256.8 ;      97478.70 ;    47.71 ;     102069.37 ;    49.96 ;  121.83 ;
   4 ;    4 ;   1 ;  40.00 ;  2 ; S             ;    15776.0 ;   1773.0 ;   665.00 ;     0.00 ;  4416.99 ;     0.00 ;     0.00 ;     0.00 ;    8921.01 ;    -     ;    -     ;     0.00 ;    672.8 ;       6126.70 ;    30.79 ;       6235.92 ;    31.34 ;  125.34 ;
   4 ;    4 ;   2 ;  46.00 ;  2 ; S             ;    13987.9 ;   1773.0 ;   665.00 ;     0.00 ;  3187.67 ;     0.00 ;     0.00 ;     0.00 ;    8362.23 ;    -     ;    -     ;     0.00 ;    672.8 ;       6126.70 ;    30.79 ;       6235.92 ;    31.34 ;  124.57 ;
   4 ;    4 ;   3 ;  82.00 ;  2 ; S             ;    10872.9 ;   1773.0 ;   665.00 ;     0.00 ;  1907.79 ;     0.00 ;     0.00 ;     0.00 ;    6527.11 ;    -     ;    -     ;     0.00 ;    672.8 ;       6126.70 ;    30.79 ;       6235.92 ;    31.34 ;  118.59 ;
   4 ;    4 ;  -  ;   -    ;  2 ; S             ;    12893.2 ;   1773.0 ;   665.00 ;     0.00 ;  2855.66 ;     0.00 ;     0.00 ;     0.00 ;    7599.56 ;    -     ;    -     ;     0.00 ;    672.8 ;       6126.70 ;    30.79 ;       6235.92 ;    31.34 ;  121.83 ;
   4 ;    4 ;   1 ;  40.00 ;  3 ; NE            ;    13023.7 ;   4382.0 ;  1119.20 ;     0.00 ;  4214.97 ;     0.00 ;     0.00 ;     0.00 ;    3307.53 ;    -     ;    -     ;     0.00 ;   2054.1 ;      32777.05 ;    63.51 ;      33993.78 ;    65.87 ;  125.34 ;
   4 ;    4 ;   2 ;  46.00 ;  3 ; NE            ;    12601.0 ;   4382.0 ;   582.58 ;     0.00 ;  2903.42 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2054.1 ;      32777.05 ;    63.51 ;      33993.78 ;    65.87 ;  125.33 ;
   4 ;    4 ;   3 ;  82.00 ;  3 ; NE            ;    10918.2 ;   4382.0 ;   399.20 ;     0.00 ;  2064.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2054.1 ;      32777.05 ;    63.51 ;      33993.78 ;    65.87 ;  124.53 ;
