***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: DECOMP     - Versao 30.1 - Jan/2020(L)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA COMPASS COMERCIALIZADORA DE ENERGIA ELETRICA LTDA                                                                                                     


____________________________________________________________________

 PMO - MARCO/20 - ABR/20 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPERADO        
____________________________________________________________________

--------------------------------------
Resultado de operacao dos subsistemas.                                          
--------------------------------------
---------------------------------------------------
IPER;      Indice do periodo                                                                                                                                                                            
ICEN;      Indice do cenario                                                                                                                                                                            
IPAT;      Patamar de Carga                                                                                                                                                                             
Dur;       Duracao                                                                                                                                                                                      
SIST;      Numero do subsistema                                                                                                                                                                         
Nome Sist; Nome do subsistema                                                                                                                                                                           
Demanda;   Demanda                                                                                                                                                                                      
GerPeq;    Geracao das pequenas usinas                                                                                                                                                                  
Gter;      Geracao Termoeletrica                                                                                                                                                                        
GterAT;    Geracao termica antecipada                                                                                                                                                                   
Ghid;      Geração hidroeletrica                                                                                                                                                                        
Cbomb;     Energia Consumida para bombeamento                                                                                                                                                           
Compra;    Energia importada                                                                                                                                                                            
Venda;     Energia exportada                                                                                                                                                                            
IntercLiq; Saldo da energia de intercambio                                                                                                                                                              
Itaipu50;  Geracao 50Hz de Itaipu                                                                                                                                                                       
Itaipu60;  Geracao 60Hz de Itaipu                                                                                                                                                                       
Deficit;   Deficit no Subsistema                                                                                                                                                                        
ENA;       Energia Afluente                                                                                                                                                                             
EarmInic;  Energia Armazenada Inicial                                                                                                                                                                   
EarmInic%; Energia Armazenada Inicial em percentual                                                                                                                                                     
EarmFim;   Energia Armazenada Final                                                                                                                                                                     
EarmFim%;  Energia Armazenada Final em percentual                                                                                                                                                       
CMO;       Custo Marginal de Operacao                                                                                                                                                                   
---------------------------------------------------

@Tabela
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   1 ;    1 ;  -  ;   -    ;  2 ; S             ;    14517.3 ;   1773.0 ;   637.79 ;     0.00 ;  2684.31 ;     0.00 ;     0.00 ;     0.00 ;    9422.21 ;    -     ;    -     ;     0.00 ;    585.9 ;       4938.25 ;    24.82 ;       5003.26 ;    25.15 ;  118.80 ;
   1 ;    1 ;   1 ;  40.00 ;  3 ; NE            ;    13241.8 ;   4382.0 ;   376.80 ;     0.00 ;  4102.86 ;     0.00 ;     0.00 ;     0.00 ;    4380.14 ;    -     ;    -     ;     0.00 ;   2056.9 ;      29982.15 ;    58.10 ;      30334.46 ;    58.78 ;  120.52 ;
   1 ;    1 ;   2 ;  46.00 ;  3 ; NE            ;    12812.0 ;   4382.0 ;   376.80 ;     0.00 ;  3320.20 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2056.9 ;      29982.15 ;    58.10 ;      30334.46 ;    58.78 ;  120.51 ;
   1 ;    1 ;   3 ;  82.00 ;  3 ; NE            ;    11101.1 ;   4382.0 ;   376.80 ;     0.00 ;  2269.30 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2056.9 ;      29982.15 ;    58.10 ;      30334.46 ;    58.78 ;  119.74 ;
   1 ;    1 ;  -  ;   -    ;  3 ; NE            ;    12079.3 ;   4382.0 ;   376.80 ;     0.00 ;  2993.61 ;     0.00 ;     0.00 ;     0.00 ;    4326.84 ;    -     ;    -     ;     0.00 ;   2056.9 ;      29982.15 ;    58.10 ;      30334.46 ;    58.78 ;  120.14 ;
   1 ;    1 ;   1 ;  40.00 ;  4 ; N             ;     5974.1 ;    490.0 ;   650.50 ;     0.00 ; 17833.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3209.3 ;       7224.82 ;    47.94 ;       8131.25 ;    53.95 ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ;  4 ; N             ;     5929.2 ;    490.0 ;   650.50 ;     0.00 ; 17788.70 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3209.3 ;       7224.82 ;    47.94 ;       8131.25 ;    53.95 ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ;  4 ; N             ;     5399.3 ;    490.0 ;   650.50 ;     0.00 ; 15958.80 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3209.3 ;       7224.82 ;    47.94 ;       8131.25 ;    53.95 ;    0.00 ;
   1 ;    1 ;  -  ;   -    ;  4 ; N             ;     5681.2 ;    490.0 ;   650.50 ;     0.00 ; 16906.22 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3209.3 ;       7224.82 ;    47.94 ;       8131.25 ;    53.95 ;    0.00 ;
   1 ;    1 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ;  1 ; SE            ;    50123.4 ;   3952.0 ;  3242.70 ;   393.00 ; 40429.87 ;    10.63 ;     0.00 ;     0.00 ;    4229.46 ;  3622.33 ;  6300.00 ;     0.00 ;  16630.6 ;      87939.24 ;    43.04 ;      93944.03 ;    45.98 ;  116.11 ;
   2 ;    2 ;   2 ;  46.00 ;  1 ; SE            ;    47100.0 ;   3952.0 ;  3244.70 ;   393.00 ; 37313.94 ;   115.60 ;     0.00 ;     0.00 ;    4376.96 ;  1900.00 ;  6609.96 ;     0.00 ;  16630.6 ;      87939.24 ;    43.04 ;      93944.03 ;    45.98 ;  114.38 ;
   2 ;    2 ;   3 ;  82.00 ;  1 ; SE            ;    38308.2 ;   3952.0 ;  3235.70 ;   393.00 ; 28730.52 ;   115.60 ;     0.00 ;     0.00 ;    3748.58 ;  1900.00 ;  3973.18 ;     0.00 ;  16630.6 ;      87939.24 ;    43.04 ;      93944.03 ;    45.98 ;  109.13 ;
   2 ;    2 ;  -  ;   -    ;  1 ; SE            ;    43528.6 ;   3952.0 ;  3239.83 ;   393.00 ; 33866.30 ;    90.61 ;     0.00 ;     0.00 ;    4035.13 ;  2310.08 ;  5249.16 ;     0.00 ;  16630.6 ;      87939.24 ;    43.04 ;      93944.03 ;    45.98 ;  112.23 ;
   2 ;    2 ;   1 ;  40.00 ;  2 ; S             ;    17100.8 ;   1773.0 ;   665.00 ;     0.00 ;  4162.80 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    409.0 ;       5003.26 ;    25.15 ;       4952.41 ;    24.89 ;  123.60 ;
   2 ;    2 ;   2 ;  46.00 ;  2 ; S             ;    15162.6 ;   1773.0 ;   665.00 ;     0.00 ;  2224.60 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    409.0 ;       5003.26 ;    25.15 ;       4952.41 ;    24.89 ;  119.33 ;
   2 ;    2 ;   3 ;  82.00 ;  2 ; S             ;    11786.0 ;   1773.0 ;   665.00 ;     0.00 ;  1496.40 ;     0.00 ;     0.00 ;     0.00 ;    7851.60 ;    -     ;    -     ;     0.00 ;    409.0 ;       5003.26 ;    25.15 ;       4952.41 ;    24.89 ;  109.13 ;
   2 ;    2 ;  -  ;   -    ;  2 ; S             ;    13976.0 ;   1773.0 ;   665.00 ;     0.00 ;  2330.64 ;     0.00 ;     0.00 ;     0.00 ;    9207.33 ;    -     ;    -     ;     0.00 ;    409.0 ;       5003.26 ;    25.15 ;       4952.41 ;    24.89 ;  115.37 ;
   2 ;    2 ;   1 ;  40.00 ;  3 ; NE            ;    13169.1 ;   4382.0 ;   399.20 ;     0.00 ;  3817.36 ;     0.00 ;     0.00 ;     0.00 ;    4570.54 ;    -     ;    -     ;     0.00 ;   1883.5 ;      30334.46 ;    58.78 ;      31018.54 ;    60.11 ;  116.11 ;
   2 ;    2 ;   2 ;  46.00 ;  3 ; NE            ;    12741.6 ;   4382.0 ;   399.20 ;     0.00 ;  3227.40 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   1883.5 ;      30334.46 ;    58.78 ;      31018.54 ;    60.11 ;  116.11 ;
   2 ;    2 ;   3 ;  82.00 ;  3 ; NE            ;    11040.1 ;   4382.0 ;   399.20 ;     0.00 ;  2185.90 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   1883.5 ;      30334.46 ;    58.78 ;      31018.54 ;    60.11 ;  115.37 ;
   2 ;    2 ;  -  ;   -    ;  3 ; NE            ;    12012.9 ;   4382.0 ;   399.20 ;     0.00 ;  2859.51 ;     0.00 ;     0.00 ;     0.00 ;    4372.18 ;    -     ;    -     ;     0.00 ;   1883.5 ;      30334.46 ;    58.78 ;      31018.54 ;    60.11 ;  115.75 ;
   2 ;    2 ;   1 ;  40.00 ;  4 ; N             ;     6070.1 ;    490.0 ;   650.50 ;     0.00 ; 17929.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3401.3 ;       8131.25 ;    53.95 ;       9203.80 ;    61.07 ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ;  4 ; N             ;     6024.5 ;    490.0 ;   650.50 ;     0.00 ; 17884.00 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3401.3 ;       8131.25 ;    53.95 ;       9203.80 ;    61.07 ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ;  4 ; N             ;     5486.1 ;    490.0 ;   650.50 ;     0.00 ; 16045.60 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3401.3 ;       8131.25 ;    53.95 ;       9203.80 ;    61.07 ;    0.00 ;
   2 ;    2 ;  -  ;   -    ;  4 ; N             ;     5772.6 ;    490.0 ;   650.50 ;     0.00 ; 16997.54 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3401.3 ;       8131.25 ;    53.95 ;       9203.80 ;    61.07 ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ;  1 ; SE            ;    49464.5 ;   3952.0 ;  3242.70 ;   393.00 ; 39433.78 ;     2.03 ;     0.00 ;     0.00 ;    4558.05 ;  4000.00 ;  6300.00 ;     0.00 ;  16207.1 ;      93944.03 ;    45.98 ;      99801.74 ;    48.85 ;  113.41 ;
   3 ;    3 ;   2 ;  46.00 ;  1 ; SE            ;    46480.8 ;   3952.0 ;  3244.70 ;   393.00 ; 36042.60 ;   114.86 ;     0.00 ;     0.00 ;    5028.36 ;  2517.49 ;  7000.00 ;     0.00 ;  16207.1 ;      93944.03 ;    45.98 ;      99801.74 ;    48.85 ;  111.76 ;
   3 ;    3 ;   3 ;  82.00 ;  1 ; SE            ;    37804.6 ;   3952.0 ;  3235.70 ;   393.00 ; 27660.17 ;   115.60 ;     0.00 ;     0.00 ;    4315.33 ;  1900.00 ;  4206.78 ;     0.00 ;  16207.1 ;      93944.03 ;    45.98 ;      99801.74 ;    48.85 ;  105.04 ;
   3 ;    3 ;  -  ;   -    ;  1 ; SE            ;    42956.4 ;   3952.0 ;  3239.83 ;   393.00 ; 32758.60 ;    88.36 ;     0.00 ;     0.00 ;    4568.36 ;  2569.07 ;  5469.97 ;     0.00 ;  16207.1 ;      93944.03 ;    45.98 ;      99801.74 ;    48.85 ;  108.87 ;
   3 ;    3 ;   1 ;  40.00 ;  2 ; S             ;    16438.4 ;   1773.0 ;   665.00 ;     0.00 ;  3500.40 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    459.5 ;       4952.41 ;    24.89 ;       5013.61 ;    25.20 ;  116.97 ;
   3 ;    3 ;   2 ;  46.00 ;  2 ; S             ;    14575.3 ;   1773.0 ;   665.00 ;     0.00 ;  1898.66 ;     0.00 ;     0.00 ;     0.00 ;   10238.64 ;    -     ;    -     ;     0.00 ;    459.5 ;       4952.41 ;    24.89 ;       5013.61 ;    25.20 ;  111.76 ;
   3 ;    3 ;   3 ;  82.00 ;  2 ; S             ;    11329.5 ;   1773.0 ;   665.00 ;     0.00 ;  1373.06 ;     0.00 ;     0.00 ;     0.00 ;    7518.44 ;    -     ;    -     ;     0.00 ;    459.5 ;       4952.41 ;    24.89 ;       5013.61 ;    25.20 ;  105.04 ;
   3 ;    3 ;  -  ;   -    ;  2 ; S             ;    13434.6 ;   1773.0 ;   665.00 ;     0.00 ;  2023.48 ;     0.00 ;     0.00 ;     0.00 ;    8973.15 ;    -     ;    -     ;     0.00 ;    459.5 ;       4952.41 ;    24.89 ;       5013.61 ;    25.20 ;  109.72 ;
   3 ;    3 ;   1 ;  40.00 ;  3 ; NE            ;    13096.4 ;   4382.0 ;   399.20 ;     0.00 ;  4073.25 ;     0.00 ;     0.00 ;     0.00 ;    4241.95 ;    -     ;    -     ;     0.00 ;   1852.9 ;      31018.54 ;    60.11 ;      32776.51 ;    63.51 ;  113.41 ;
   3 ;    3 ;   2 ;  46.00 ;  3 ; NE            ;    12671.3 ;   4382.0 ;   399.20 ;     0.00 ;  3157.10 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   1852.9 ;      31018.54 ;    60.11 ;      32776.51 ;    63.51 ;  113.41 ;
   3 ;    3 ;   3 ;  82.00 ;  3 ; NE            ;    10979.2 ;   4382.0 ;   399.20 ;     0.00 ;  2125.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   1852.9 ;      31018.54 ;    60.11 ;      32776.51 ;    63.51 ;  112.60 ;
   3 ;    3 ;  -  ;   -    ;  3 ; NE            ;    11946.6 ;   4382.0 ;   399.20 ;     0.00 ;  2871.47 ;     0.00 ;     0.00 ;     0.00 ;    4293.94 ;    -     ;    -     ;     0.00 ;   1852.9 ;      31018.54 ;    60.11 ;      32776.51 ;    63.51 ;  113.01 ;
   3 ;    3 ;   1 ;  40.00 ;  4 ; N             ;     6166.1 ;    490.0 ;   650.50 ;     0.00 ; 18025.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3632.0 ;       9203.80 ;    61.07 ;      10512.21 ;    69.75 ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ;  4 ; N             ;     6119.8 ;    490.0 ;   650.50 ;     0.00 ; 17979.30 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3632.0 ;       9203.80 ;    61.07 ;      10512.21 ;    69.75 ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ;  4 ; N             ;     5572.8 ;    490.0 ;   650.50 ;     0.00 ; 16132.30 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3632.0 ;       9203.80 ;    61.07 ;      10512.21 ;    69.75 ;    0.00 ;
   3 ;    3 ;  -  ;   -    ;  4 ; N             ;     5863.8 ;    490.0 ;   650.50 ;     0.00 ; 17088.81 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3632.0 ;       9203.80 ;    61.07 ;      10512.21 ;    69.75 ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   4 ;    4 ;   1 ;  40.00 ;  1 ; SE            ;    48805.6 ;   3952.0 ;  3242.70 ;   393.00 ; 38182.68 ;    31.73 ;     0.00 ;     0.00 ;    5179.96 ;  4000.00 ;  6300.00 ;     0.00 ;  15237.1 ;      99801.74 ;    48.85 ;     105086.51 ;    51.43 ;  111.29 ;
   4 ;    4 ;   2 ;  46.00 ;  1 ; SE            ;    45861.6 ;   3952.0 ;  3244.70 ;   393.00 ; 34506.32 ;   115.60 ;     0.00 ;     0.00 ;    5946.18 ;  1900.00 ;  6829.25 ;     0.00 ;  15237.1 ;      99801.74 ;    48.85 ;     105086.51 ;    51.43 ;  110.77 ;
   4 ;    4 ;   3 ;  82.00 ;  1 ; SE            ;    37301.0 ;   3952.0 ;  3235.70 ;   393.00 ; 25563.48 ;   115.60 ;     0.00 ;     0.00 ;    5908.42 ;  1900.00 ;  5325.84 ;     0.00 ;  15237.1 ;      99801.74 ;    48.85 ;     105086.51 ;    51.43 ;  104.10 ;
   4 ;    4 ;  -  ;   -    ;  1 ; SE            ;    42384.2 ;   3952.0 ;  3239.83 ;   393.00 ; 31016.69 ;    95.63 ;     0.00 ;     0.00 ;    5745.31 ;  2400.00 ;  5969.43 ;     0.00 ;  15237.1 ;      99801.74 ;    48.85 ;     105086.51 ;    51.43 ;  107.64 ;
   4 ;    4 ;   1 ;  40.00 ;  2 ; S             ;    15776.0 ;   1773.0 ;   665.00 ;     0.00 ;  3776.82 ;     0.00 ;     0.00 ;     0.00 ;    9561.18 ;    -     ;    -     ;     0.00 ;    924.7 ;       5013.61 ;    25.20 ;       5490.26 ;    27.59 ;  111.29 ;
   4 ;    4 ;   2 ;  46.00 ;  2 ; S             ;    13987.9 ;   1773.0 ;   665.00 ;     0.00 ;  2399.82 ;     0.00 ;     0.00 ;     0.00 ;    9150.08 ;    -     ;    -     ;     0.00 ;    924.7 ;       5013.61 ;    25.20 ;       5490.26 ;    27.59 ;  110.77 ;
   4 ;    4 ;   3 ;  82.00 ;  2 ; S             ;    10872.9 ;   1773.0 ;   665.00 ;     0.00 ;  1390.48 ;     0.00 ;     0.00 ;     0.00 ;    7044.42 ;    -     ;    -     ;     0.00 ;    924.7 ;       5013.61 ;    25.20 ;       5490.26 ;    27.59 ;  104.10 ;
   4 ;    4 ;  -  ;   -    ;  2 ; S             ;    12893.2 ;   1773.0 ;   665.00 ;     0.00 ;  2235.02 ;     0.00 ;     0.00 ;     0.00 ;    8220.20 ;    -     ;    -     ;     0.00 ;    924.7 ;       5013.61 ;    25.20 ;       5490.26 ;    27.59 ;  107.64 ;
   4 ;    4 ;   1 ;  40.00 ;  3 ; NE            ;    13023.7 ;   4382.0 ;   399.20 ;     0.00 ;  3683.63 ;     0.00 ;     0.00 ;     0.00 ;    4558.87 ;    -     ;    -     ;     0.00 ;   2048.9 ;      32776.51 ;    63.51 ;      34005.20 ;    65.89 ;  111.29 ;
   4 ;    4 ;   2 ;  46.00 ;  3 ; NE            ;    12601.0 ;   4382.0 ;   399.20 ;     0.00 ;  3086.80 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2048.9 ;      32776.51 ;    63.51 ;      34005.20 ;    65.89 ;  111.29 ;
   4 ;    4 ;   3 ;  82.00 ;  3 ; NE            ;    10918.2 ;   4382.0 ;   399.20 ;     0.00 ;  2064.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2048.9 ;      32776.51 ;    63.51 ;      34005.20 ;    65.89 ;  110.58 ;
