***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: DECOMP     - Versao 30.1 - Jan/2020(L)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA COMPASS COMERCIALIZADORA DE ENERGIA ELETRICA LTDA                                                                                                     


____________________________________________________________________

 PMO - MARCO/20 - ABR/20 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPERADO        
____________________________________________________________________

--------------------------------------
Resultado de operacao dos subsistemas.                                          
--------------------------------------
---------------------------------------------------
IPER;      Indice do periodo                                                                                                                                                                            
ICEN;      Indice do cenario                                                                                                                                                                            
IPAT;      Patamar de Carga                                                                                                                                                                             
Dur;       Duracao                                                                                                                                                                                      
SIST;      Numero do subsistema                                                                                                                                                                         
Nome Sist; Nome do subsistema                                                                                                                                                                           
Demanda;   Demanda                                                                                                                                                                                      
GerPeq;    Geracao das pequenas usinas                                                                                                                                                                  
Gter;      Geracao Termoeletrica                                                                                                                                                                        
GterAT;    Geracao termica antecipada                                                                                                                                                                   
Ghid;      Geração hidroeletrica                                                                                                                                                                        
Cbomb;     Energia Consumida para bombeamento                                                                                                                                                           
Compra;    Energia importada                                                                                                                                                                            
Venda;     Energia exportada                                                                                                                                                                            
IntercLiq; Saldo da energia de intercambio                                                                                                                                                              
Itaipu50;  Geracao 50Hz de Itaipu                                                                                                                                                                       
Itaipu60;  Geracao 60Hz de Itaipu                                                                                                                                                                       
Deficit;   Deficit no Subsistema                                                                                                                                                                        
ENA;       Energia Afluente                                                                                                                                                                             
EarmInic;  Energia Armazenada Inicial                                                                                                                                                                   
EarmInic%; Energia Armazenada Inicial em percentual                                                                                                                                                     
EarmFim;   Energia Armazenada Final                                                                                                                                                                     
EarmFim%;  Energia Armazenada Final em percentual                                                                                                                                                       
CMO;       Custo Marginal de Operacao                                                                                                                                                                   
---------------------------------------------------

@Tabela
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   1 ;    1 ;  -  ;   -    ;  2 ; S             ;    14517.3 ;   1773.0 ;   637.79 ;     0.00 ;  2689.32 ;     0.00 ;     0.00 ;     0.00 ;    9417.20 ;    -     ;    -     ;     0.00 ;    733.1 ;       4938.25 ;    24.82 ;       5153.32 ;    25.90 ;  125.32 ;
   1 ;    1 ;   1 ;  40.00 ;  3 ; NE            ;    13241.8 ;   4382.0 ;   376.80 ;     0.00 ;  3832.48 ;     0.00 ;     0.00 ;     0.00 ;    4650.52 ;    -     ;    -     ;     0.00 ;   2065.7 ;      29982.15 ;    58.10 ;      30352.87 ;    58.82 ;  120.28 ;
   1 ;    1 ;   2 ;  46.00 ;  3 ; NE            ;    12812.0 ;   4382.0 ;   376.80 ;     0.00 ;  3320.20 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2065.7 ;      29982.15 ;    58.10 ;      30352.87 ;    58.82 ;  120.28 ;
   1 ;    1 ;   3 ;  82.00 ;  3 ; NE            ;    11101.1 ;   4382.0 ;   376.80 ;     0.00 ;  2269.30 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2065.7 ;      29982.15 ;    58.10 ;      30352.87 ;    58.82 ;  119.51 ;
   1 ;    1 ;  -  ;   -    ;  3 ; NE            ;    12079.3 ;   4382.0 ;   376.80 ;     0.00 ;  2929.23 ;     0.00 ;     0.00 ;     0.00 ;    4391.22 ;    -     ;    -     ;     0.00 ;   2065.7 ;      29982.15 ;    58.10 ;      30352.87 ;    58.82 ;  119.90 ;
   1 ;    1 ;   1 ;  40.00 ;  4 ; N             ;     5974.1 ;    490.0 ;   650.50 ;     0.00 ; 17833.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3280.4 ;       7224.82 ;    47.94 ;       8224.52 ;    54.57 ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ;  4 ; N             ;     5929.2 ;    490.0 ;   650.50 ;     0.00 ; 17788.70 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3280.4 ;       7224.82 ;    47.94 ;       8224.52 ;    54.57 ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ;  4 ; N             ;     5399.3 ;    490.0 ;   650.50 ;     0.00 ; 15958.80 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3280.4 ;       7224.82 ;    47.94 ;       8224.52 ;    54.57 ;    0.00 ;
   1 ;    1 ;  -  ;   -    ;  4 ; N             ;     5681.2 ;    490.0 ;   650.50 ;     0.00 ; 16906.22 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3280.4 ;       7224.82 ;    47.94 ;       8224.52 ;    54.57 ;    0.00 ;
   1 ;    1 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ;  1 ; SE            ;    50123.4 ;   3952.0 ;  3242.70 ;   393.00 ; 40381.26 ;    10.63 ;     0.00 ;     0.00 ;    4278.07 ;  3950.78 ;  6300.00 ;     0.00 ;  14792.0 ;      87984.17 ;    43.06 ;      92252.41 ;    45.15 ;  116.41 ;
   2 ;    2 ;   2 ;  46.00 ;  1 ; SE            ;    47100.0 ;   3952.0 ;  3244.70 ;   393.00 ; 37229.10 ;   115.60 ;     0.00 ;     0.00 ;    4461.80 ;  1900.00 ;  6694.80 ;     0.00 ;  14792.0 ;      87984.17 ;    43.06 ;      92252.41 ;    45.15 ;  115.91 ;
   2 ;    2 ;   3 ;  82.00 ;  1 ; SE            ;    38308.2 ;   3952.0 ;  3235.70 ;   393.00 ; 27687.14 ;   115.60 ;     0.00 ;     0.00 ;    4791.96 ;  1900.00 ;  5027.99 ;     0.00 ;  14792.0 ;      87984.17 ;    43.06 ;      92252.41 ;    45.15 ;  109.41 ;
   2 ;    2 ;  -  ;   -    ;  1 ; SE            ;    43528.6 ;   3952.0 ;  3239.83 ;   393.00 ; 33322.23 ;    90.61 ;     0.00 ;     0.00 ;    4579.21 ;  2388.28 ;  5787.24 ;     0.00 ;  14792.0 ;      87984.17 ;    43.06 ;      92252.41 ;    45.15 ;  112.86 ;
   2 ;    2 ;   1 ;  40.00 ;  2 ; S             ;    17100.8 ;   1773.0 ;   665.00 ;     0.00 ;  4162.80 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    563.7 ;       5153.32 ;    25.90 ;       5268.79 ;    26.48 ;  135.93 ;
   2 ;    2 ;   2 ;  46.00 ;  2 ; S             ;    15162.6 ;   1773.0 ;   665.00 ;     0.00 ;  2224.60 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    563.7 ;       5153.32 ;    25.90 ;       5268.79 ;    26.48 ;  130.67 ;
   2 ;    2 ;   3 ;  82.00 ;  2 ; S             ;    11786.0 ;   1773.0 ;   665.00 ;     0.00 ;  1484.97 ;     0.00 ;     0.00 ;     0.00 ;    7863.03 ;    -     ;    -     ;     0.00 ;    563.7 ;       5153.32 ;    25.90 ;       5268.79 ;    26.48 ;  109.41 ;
   2 ;    2 ;  -  ;   -    ;  2 ; S             ;    13976.0 ;   1773.0 ;   665.00 ;     0.00 ;  2325.07 ;     0.00 ;     0.00 ;     0.00 ;    9212.91 ;    -     ;    -     ;     0.00 ;    563.7 ;       5153.32 ;    25.90 ;       5268.79 ;    26.48 ;  121.55 ;
   2 ;    2 ;   1 ;  40.00 ;  3 ; NE            ;    13169.1 ;   4382.0 ;   399.20 ;     0.00 ;  3865.97 ;     0.00 ;     0.00 ;     0.00 ;    4521.93 ;    -     ;    -     ;     0.00 ;   1893.7 ;      30352.87 ;    58.82 ;      31051.04 ;    60.17 ;  116.41 ;
   2 ;    2 ;   2 ;  46.00 ;  3 ; NE            ;    12741.6 ;   4382.0 ;   399.20 ;     0.00 ;  3227.40 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   1893.7 ;      30352.87 ;    58.82 ;      31051.04 ;    60.17 ;  116.41 ;
   2 ;    2 ;   3 ;  82.00 ;  3 ; NE            ;    11040.1 ;   4382.0 ;   399.20 ;     0.00 ;  2185.90 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   1893.7 ;      30352.87 ;    58.82 ;      31051.04 ;    60.17 ;  115.67 ;
   2 ;    2 ;  -  ;   -    ;  3 ; NE            ;    12012.9 ;   4382.0 ;   399.20 ;     0.00 ;  2871.09 ;     0.00 ;     0.00 ;     0.00 ;    4360.60 ;    -     ;    -     ;     0.00 ;   1893.7 ;      30352.87 ;    58.82 ;      31051.04 ;    60.17 ;  116.05 ;
   2 ;    2 ;   1 ;  40.00 ;  4 ; N             ;     6070.1 ;    490.0 ;   650.50 ;     0.00 ; 17929.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3392.5 ;       8224.52 ;    54.57 ;       9310.13 ;    61.77 ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ;  4 ; N             ;     6024.5 ;    490.0 ;   650.50 ;     0.00 ; 17884.00 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3392.5 ;       8224.52 ;    54.57 ;       9310.13 ;    61.77 ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ;  4 ; N             ;     5486.1 ;    490.0 ;   650.50 ;     0.00 ; 16045.60 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3392.5 ;       8224.52 ;    54.57 ;       9310.13 ;    61.77 ;    0.00 ;
   2 ;    2 ;  -  ;   -    ;  4 ; N             ;     5772.6 ;    490.0 ;   650.50 ;     0.00 ; 16997.54 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3392.5 ;       8224.52 ;    54.57 ;       9310.13 ;    61.77 ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ;  1 ; SE            ;    49464.5 ;   3952.0 ;  3242.70 ;   393.00 ; 39462.53 ;     2.03 ;     0.00 ;     0.00 ;    4529.30 ;  4000.00 ;  6300.00 ;     0.00 ;  18076.6 ;      92252.41 ;    45.15 ;     100008.55 ;    48.95 ;  114.73 ;
   3 ;    3 ;   2 ;  46.00 ;  1 ; SE            ;    46480.8 ;   3952.0 ;  3244.70 ;   393.00 ; 35987.21 ;   114.86 ;     0.00 ;     0.00 ;    5083.75 ;  1900.00 ;  6913.60 ;     0.00 ;  18076.6 ;      92252.41 ;    45.15 ;     100008.55 ;    48.95 ;  114.67 ;
   3 ;    3 ;   3 ;  82.00 ;  1 ; SE            ;    37804.6 ;   3952.0 ;  3235.70 ;   393.00 ; 26530.96 ;   115.60 ;     0.00 ;     0.00 ;    5444.54 ;  1900.00 ;  5197.67 ;     0.00 ;  18076.6 ;      92252.41 ;    45.15 ;     100008.55 ;    48.95 ;  107.77 ;
   3 ;    3 ;  -  ;   -    ;  1 ; SE            ;    42956.4 ;   3952.0 ;  3239.83 ;   393.00 ; 32199.12 ;    88.36 ;     0.00 ;     0.00 ;    5127.84 ;  2400.00 ;  5929.97 ;     0.00 ;  18076.6 ;      92252.41 ;    45.15 ;     100008.55 ;    48.95 ;  111.32 ;
   3 ;    3 ;   1 ;  40.00 ;  2 ; S             ;    16438.4 ;   1773.0 ;   665.00 ;     0.00 ;  3500.40 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    599.8 ;       5268.79 ;    26.48 ;       5448.73 ;    27.38 ;  129.43 ;
   3 ;    3 ;   2 ;  46.00 ;  2 ; S             ;    14575.3 ;   1773.0 ;   665.00 ;     0.00 ;  2040.45 ;     0.00 ;     0.00 ;     0.00 ;   10096.85 ;    -     ;    -     ;     0.00 ;    599.8 ;       5268.79 ;    26.48 ;       5448.73 ;    27.38 ;  114.67 ;
   3 ;    3 ;   3 ;  82.00 ;  2 ; S             ;    11329.5 ;   1773.0 ;   665.00 ;     0.00 ;  1511.37 ;     0.00 ;     0.00 ;     0.00 ;    7380.13 ;    -     ;    -     ;     0.00 ;    599.8 ;       5268.79 ;    26.48 ;       5448.73 ;    27.38 ;  107.77 ;
   3 ;    3 ;  -  ;   -    ;  2 ; S             ;    13434.6 ;   1773.0 ;   665.00 ;     0.00 ;  2129.82 ;     0.00 ;     0.00 ;     0.00 ;    8866.82 ;    -     ;    -     ;     0.00 ;    599.8 ;       5268.79 ;    26.48 ;       5448.73 ;    27.38 ;  114.82 ;
   3 ;    3 ;   1 ;  40.00 ;  3 ; NE            ;    13096.4 ;   4382.0 ;   399.20 ;     0.00 ;  4044.50 ;     0.00 ;     0.00 ;     0.00 ;    4270.70 ;    -     ;    -     ;     0.00 ;   1832.4 ;      31051.04 ;    60.17 ;      32785.66 ;    63.53 ;  114.73 ;
   3 ;    3 ;   2 ;  46.00 ;  3 ; NE            ;    12671.3 ;   4382.0 ;   399.20 ;     0.00 ;  3157.10 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   1832.4 ;      31051.04 ;    60.17 ;      32785.66 ;    63.53 ;  114.72 ;
   3 ;    3 ;   3 ;  82.00 ;  3 ; NE            ;    10979.2 ;   4382.0 ;   399.20 ;     0.00 ;  2125.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   1832.4 ;      31051.04 ;    60.17 ;      32785.66 ;    63.53 ;  113.89 ;
   3 ;    3 ;  -  ;   -    ;  3 ; NE            ;    11946.6 ;   4382.0 ;   399.20 ;     0.00 ;  2864.62 ;     0.00 ;     0.00 ;     0.00 ;    4300.79 ;    -     ;    -     ;     0.00 ;   1832.4 ;      31051.04 ;    60.17 ;      32785.66 ;    63.53 ;  114.32 ;
   3 ;    3 ;   1 ;  40.00 ;  4 ; N             ;     6166.1 ;    490.0 ;   650.50 ;     0.00 ; 18025.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3623.1 ;       9310.13 ;    61.77 ;      10613.98 ;    70.43 ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ;  4 ; N             ;     6119.8 ;    490.0 ;   650.50 ;     0.00 ; 17979.30 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3623.1 ;       9310.13 ;    61.77 ;      10613.98 ;    70.43 ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ;  4 ; N             ;     5572.8 ;    490.0 ;   650.50 ;     0.00 ; 16132.30 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3623.1 ;       9310.13 ;    61.77 ;      10613.98 ;    70.43 ;    0.00 ;
   3 ;    3 ;  -  ;   -    ;  4 ; N             ;     5863.8 ;    490.0 ;   650.50 ;     0.00 ; 17088.81 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3623.1 ;       9310.13 ;    61.77 ;      10613.98 ;    70.43 ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   4 ;    4 ;   1 ;  40.00 ;  1 ; SE            ;    48805.6 ;   3952.0 ;  3242.70 ;   393.00 ; 38855.05 ;    34.84 ;     0.00 ;     0.00 ;    4510.69 ;  3445.46 ;  6300.00 ;     0.00 ;  15878.9 ;     100008.55 ;    48.95 ;     105950.13 ;    51.85 ;  113.98 ;
   4 ;    4 ;   2 ;  46.00 ;  1 ; SE            ;    45861.6 ;   3952.0 ;  3244.70 ;   393.00 ; 34748.43 ;   115.60 ;     0.00 ;     0.00 ;    5704.07 ;  1900.00 ;  6773.71 ;     0.00 ;  15878.9 ;     100008.55 ;    48.95 ;     105950.13 ;    51.85 ;  112.89 ;
   4 ;    4 ;   3 ;  82.00 ;  1 ; SE            ;    37301.0 ;   3952.0 ;  3235.70 ;   393.00 ; 26622.02 ;   115.60 ;     0.00 ;     0.00 ;    4849.88 ;  1900.00 ;  4180.48 ;     0.00 ;  15878.9 ;     100008.55 ;    48.95 ;     105950.13 ;    51.85 ;  107.12 ;
   4 ;    4 ;  -  ;   -    ;  1 ; SE            ;    42384.2 ;   3952.0 ;  3239.83 ;   393.00 ; 31759.73 ;    96.37 ;     0.00 ;     0.00 ;    5003.01 ;  2267.97 ;  5395.18 ;     0.00 ;  15878.9 ;     100008.55 ;    48.95 ;     105950.13 ;    51.85 ;  110.33 ;
   4 ;    4 ;   1 ;  40.00 ;  2 ; S             ;    15776.0 ;   1773.0 ;   665.00 ;     0.00 ;  2957.18 ;     0.00 ;     0.00 ;     0.00 ;   10380.82 ;    -     ;    -     ;     0.00 ;    525.7 ;       5448.73 ;    27.38 ;       5575.76 ;    28.02 ;  113.98 ;
   4 ;    4 ;   2 ;  46.00 ;  2 ; S             ;    13987.9 ;   1773.0 ;   665.00 ;     0.00 ;  2213.26 ;     0.00 ;     0.00 ;     0.00 ;    9336.64 ;    -     ;    -     ;     0.00 ;    525.7 ;       5448.73 ;    27.38 ;       5575.76 ;    28.02 ;  112.90 ;
   4 ;    4 ;   3 ;  82.00 ;  2 ; S             ;    10872.9 ;   1773.0 ;   665.00 ;     0.00 ;  1477.30 ;     0.00 ;     0.00 ;     0.00 ;    6957.60 ;    -     ;    -     ;     0.00 ;    525.7 ;       5448.73 ;    27.38 ;       5575.76 ;    28.02 ;  107.12 ;
   4 ;    4 ;  -  ;   -    ;  2 ; S             ;    12893.2 ;   1773.0 ;   665.00 ;     0.00 ;  2031.16 ;     0.00 ;     0.00 ;     0.00 ;    8424.06 ;    -     ;    -     ;     0.00 ;    525.7 ;       5448.73 ;    27.38 ;       5575.76 ;    28.02 ;  110.34 ;
   4 ;    4 ;   1 ;  40.00 ;  3 ; NE            ;    13023.7 ;   4382.0 ;   399.20 ;     0.00 ;  3834.01 ;     0.00 ;     0.00 ;     0.00 ;    4408.49 ;    -     ;    -     ;     0.00 ;   2031.4 ;      32785.66 ;    63.53 ;      33987.77 ;    65.86 ;  113.98 ;
   4 ;    4 ;   2 ;  46.00 ;  3 ; NE            ;    12601.0 ;   4382.0 ;   399.20 ;     0.00 ;  3086.80 ;     0.00 ;     0.00 ;     0.00 ;    4733.00 ;    -     ;    -     ;     0.00 ;   2031.4 ;      32785.66 ;    63.53 ;      33987.77 ;    65.86 ;  113.97 ;
   4 ;    4 ;   3 ;  82.00 ;  3 ; NE            ;    10918.2 ;   4382.0 ;   399.20 ;     0.00 ;  2064.00 ;     0.00 ;     0.00 ;     0.00 ;    4073.00 ;    -     ;    -     ;     0.00 ;   2031.4 ;      32785.66 ;    63.53 ;      33987.77 ;    65.86 ;  113.24 ;
